stock_name	*germplasm_type	alias	*genus	*species	maternal_parent	paternal_parent	mutation_parent	selfing_parent	pedigree	description	origin	comments	stock_name_norm	alias_norm	source_book
CML170	cultivar		Zea	mays cultivar:B73					test-pedigree-CML170			AMP	CML170		metabolite_183_known
CML171	cultivar		Zea	mays cultivar:B73					test-pedigree-CML171			AMP	CML171		metabolite_183_known
CML172	cultivar		Zea	mays cultivar:B73					test-pedigree-CML172			AMP	CML172		metabolite_183_known
CML189	cultivar		Zea	mays cultivar:B73					test-pedigree-CML189			AMP	CML189		metabolite_183_known
CML191	cultivar		Zea	mays cultivar:B73					test-pedigree-CML191			AMP	CML191		metabolite_183_known
CML192	cultivar		Zea	mays cultivar:B73					test-pedigree-CML192			AMP	CML192		metabolite_183_known
CML20	cultivar		Zea	mays cultivar:B73					test-pedigree-CML20			AMP	CML20		metabolite_183_known
CML223	cultivar		Zea	mays cultivar:B73					test-pedigree-CML223			AMP	CML223		metabolite_183_known
CML225	cultivar		Zea	mays cultivar:B73					test-pedigree-CML225			AMP	CML225		metabolite_183_known
CML226	cultivar		Zea	mays cultivar:B73					test-pedigree-CML226			AMP	CML226		metabolite_183_known
CML228	cultivar		Zea	mays cultivar:B73					test-pedigree-CML228			AMP	CML228		metabolite_183_known
CML27	cultivar		Zea	mays cultivar:B73					test-pedigree-CML27			AMP	CML27		metabolite_183_known
CML28	cultivar		Zea	mays cultivar:B73					test-pedigree-CML28			AMP	CML28		metabolite_183_known
CML286	cultivar		Zea	mays cultivar:B73					test-pedigree-CML286			AMP	CML286		metabolite_183_known
CML287	cultivar		Zea	mays cultivar:B73					test-pedigree-CML287			AMP	CML287		metabolite_183_known
CML290	cultivar		Zea	mays cultivar:B73					test-pedigree-CML290			AMP	CML290		metabolite_183_known
CML298	cultivar		Zea	mays cultivar:B73					test-pedigree-CML298			AMP	CML298		metabolite_183_known
CML300	cultivar		Zea	mays cultivar:B73					test-pedigree-CML300			AMP	CML300		metabolite_183_known
CML304	cultivar		Zea	mays cultivar:B73					test-pedigree-CML304			AMP	CML304		metabolite_183_known
CML305	cultivar		Zea	mays cultivar:B73					test-pedigree-CML305			AMP	CML305		metabolite_183_known
CML307	cultivar		Zea	mays cultivar:B73					test-pedigree-CML307			AMP	CML307		metabolite_183_known
CML31	cultivar		Zea	mays cultivar:B73					test-pedigree-CML31			AMP	CML31		metabolite_183_known
CML32	cultivar		Zea	mays cultivar:B73					test-pedigree-CML32			AMP	CML32		metabolite_183_known
CML323	cultivar		Zea	mays cultivar:B73					test-pedigree-CML323			AMP	CML323		metabolite_183_known
CML324	cultivar		Zea	mays cultivar:B73					test-pedigree-CML324			AMP	CML324		metabolite_183_known
CML325	cultivar		Zea	mays cultivar:B73					test-pedigree-CML325			AMP	CML325		metabolite_183_known
CML326	cultivar		Zea	mays cultivar:B73					test-pedigree-CML326			AMP	CML326		metabolite_183_known
CML327	cultivar		Zea	mays cultivar:B73					test-pedigree-CML327			AMP	CML327		metabolite_183_known
CML338	cultivar		Zea	mays cultivar:B73					test-pedigree-CML338			AMP	CML338		metabolite_183_known
CML360	cultivar		Zea	mays cultivar:B73					test-pedigree-CML360			AMP	CML360		metabolite_183_known
CML361	cultivar		Zea	mays cultivar:B73					test-pedigree-CML361			AMP	CML361		metabolite_183_known
CML364	cultivar		Zea	mays cultivar:B73					test-pedigree-CML364			AMP	CML364		metabolite_183_known
CML408	cultivar		Zea	mays cultivar:B73					test-pedigree-CML408			AMP	CML408		metabolite_183_known
CML411	cultivar		Zea	mays cultivar:B73					test-pedigree-CML411			AMP	CML411		metabolite_183_known
CML412	cultivar		Zea	mays cultivar:B73					test-pedigree-CML412			AMP	CML412		metabolite_183_known
CML415	cultivar		Zea	mays cultivar:B73					test-pedigree-CML415			AMP	CML415		metabolite_183_known
CML422	cultivar		Zea	mays cultivar:B73					test-pedigree-CML422			AMP	CML422		metabolite_183_known
CML423	cultivar		Zea	mays cultivar:B73					test-pedigree-CML423			AMP	CML423		metabolite_183_known
CML426	cultivar		Zea	mays cultivar:B73					test-pedigree-CML426			AMP	CML426		metabolite_183_known
CML428	cultivar		Zea	mays cultivar:B73					test-pedigree-CML428			AMP	CML428		metabolite_183_known
CML430	cultivar		Zea	mays cultivar:B73					test-pedigree-CML430			AMP	CML430		metabolite_183_known
CML431	cultivar		Zea	mays cultivar:B73					test-pedigree-CML431			AMP	CML431		metabolite_183_known
CML432	cultivar		Zea	mays cultivar:B73					test-pedigree-CML432			AMP	CML432		metabolite_183_known
CML433	cultivar		Zea	mays cultivar:B73					test-pedigree-CML433			AMP	CML433		metabolite_183_known
CML451	cultivar		Zea	mays cultivar:B73					test-pedigree-CML451			AMP	CML451		metabolite_183_known
CML454	cultivar		Zea	mays cultivar:B73					test-pedigree-CML454			AMP	CML454		metabolite_183_known
CML465	cultivar		Zea	mays cultivar:B73					test-pedigree-CML465			AMP	CML465		metabolite_183_known
CML470	cultivar		Zea	mays cultivar:B73					test-pedigree-CML470			AMP	CML470		metabolite_183_known
CML471	cultivar		Zea	mays cultivar:B73					test-pedigree-CML471			AMP	CML471		metabolite_183_known
CML473	cultivar		Zea	mays cultivar:B73					test-pedigree-CML473			AMP	CML473		metabolite_183_known
CML474	cultivar		Zea	mays cultivar:B73					test-pedigree-CML474			AMP	CML474		metabolite_183_known
CML479	cultivar		Zea	mays cultivar:B73					test-pedigree-CML479			AMP	CML479		metabolite_183_known
CML480	cultivar		Zea	mays cultivar:B73					test-pedigree-CML480			AMP	CML480		metabolite_183_known
CML486	cultivar		Zea	mays cultivar:B73					test-pedigree-CML486			AMP	CML486		metabolite_183_known
CML493	cultivar		Zea	mays cultivar:B73					test-pedigree-CML493			AMP	CML493		metabolite_183_known
CML496	cultivar		Zea	mays cultivar:B73					test-pedigree-CML496			AMP	CML496		metabolite_183_known
CML497	cultivar		Zea	mays cultivar:B73					test-pedigree-CML497			AMP	CML497		metabolite_183_known
CML50	cultivar		Zea	mays cultivar:B73					test-pedigree-CML50			AMP	CML50		metabolite_183_known
CML51	cultivar		Zea	mays cultivar:B73					test-pedigree-CML51			AMP	CML51		metabolite_183_known
CML69	cultivar		Zea	mays cultivar:B73					test-pedigree-CML69			AMP	CML69		metabolite_183_known
D047	cultivar		Zea	mays cultivar:B73					test-pedigree-D047			AMP	D047		metabolite_183_known
D863F	cultivar		Zea	mays cultivar:B73					test-pedigree-D863F			AMP	D863F		metabolite_183_known
DAN3130	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN3130			AMP	DAN3130		metabolite_183_known
DAN340	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN340			AMP	DAN340		metabolite_183_known
DAN360	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN360			AMP	DAN360		metabolite_183_known
DAN4245	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN4245			AMP	DAN4245		metabolite_183_known
DAN598	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN598			AMP	DAN598		metabolite_183_known
DAN599	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN599			AMP	DAN599		metabolite_183_known
DE.EX	cultivar		Zea	mays cultivar:B73					test-pedigree-DE.EX			AMP	DE.EX		metabolite_183_known
DH29	cultivar		Zea	mays cultivar:B73					test-pedigree-DH29			AMP	DH29		metabolite_183_known
DH3732	cultivar		Zea	mays cultivar:B73					test-pedigree-DH3732			AMP	DH3732		metabolite_183_known
DONG237	cultivar		Zea	mays cultivar:B73					test-pedigree-DONG237			AMP	DONG237		metabolite_183_known
DONG46	cultivar		Zea	mays cultivar:B73					test-pedigree-DONG46			AMP	DONG46		metabolite_183_known
DSB	cultivar		Zea	mays cultivar:B73					test-pedigree-DSB			AMP	DSB		metabolite_183_known
EN25	cultivar		Zea	mays cultivar:B73					test-pedigree-EN25			AMP	EN25		metabolite_183_known
ES40	cultivar		Zea	mays cultivar:B73					test-pedigree-ES40			AMP	ES40		metabolite_183_known
FCD0602	cultivar		Zea	mays cultivar:B73					test-pedigree-FCD0602			AMP	FCD0602		metabolite_183_known
GEMS1	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS1			AMP	GEMS1		metabolite_183_known
GEMS10	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS10			AMP	GEMS10		metabolite_183_known
GEMS11	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS11			AMP	GEMS11		metabolite_183_known
GEMS12	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS12			AMP	GEMS12		metabolite_183_known
GEMS13	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS13			AMP	GEMS13		metabolite_183_known
GEMS14	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS14			AMP	GEMS14		metabolite_183_known
GEMS15	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS15			AMP	GEMS15		metabolite_183_known
GEMS16	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS16			AMP	GEMS16		metabolite_183_known
GEMS17	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS17			AMP	GEMS17		metabolite_183_known
GEMS18	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS18			AMP	GEMS18		metabolite_183_known
GEMS19	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS19			AMP	GEMS19		metabolite_183_known
GEMS2	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS2			AMP	GEMS2		metabolite_183_known
GEMS20	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS20			AMP	GEMS20		metabolite_183_known
GEMS21	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS21			AMP	GEMS21		metabolite_183_known
GEMS23	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS23			AMP	GEMS23		metabolite_183_known
GEMS24	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS24			AMP	GEMS24		metabolite_183_known
GEMS25	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS25			AMP	GEMS25		metabolite_183_known
GEMS27	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS27			AMP	GEMS27		metabolite_183_known
GEMS28	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS28			AMP	GEMS28		metabolite_183_known
GEMS29	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS29			AMP	GEMS29		metabolite_183_known
GEMS3	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS3			AMP	GEMS3		metabolite_183_known
GEMS30	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS30			AMP	GEMS30		metabolite_183_known
GEMS31	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS31			AMP	GEMS31		metabolite_183_known
GEMS32	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS32			AMP	GEMS32		metabolite_183_known
GEMS33	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS33			AMP	GEMS33		metabolite_183_known
GEMS35	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS35			AMP	GEMS35		metabolite_183_known
GEMS36	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS36			AMP	GEMS36		metabolite_183_known
GEMS37	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS37			AMP	GEMS37		metabolite_183_known
GEMS39	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS39			AMP	GEMS39		metabolite_183_known
GEMS4	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS4			AMP	GEMS4		metabolite_183_known
GEMS40	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS40			AMP	GEMS40		metabolite_183_known
GEMS41	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS41			AMP	GEMS41		metabolite_183_known
GEMS42	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS42			AMP	GEMS42		metabolite_183_known
GEMS43	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS43			AMP	GEMS43		metabolite_183_known
GEMS44	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS44			AMP	GEMS44		metabolite_183_known
GEMS45	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS45			AMP	GEMS45		metabolite_183_known
GEMS46	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS46			AMP	GEMS46		metabolite_183_known
GEMS47	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS47			AMP	GEMS47		metabolite_183_known
GEMS48	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS48			AMP	GEMS48		metabolite_183_known
GEMS49	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS49			AMP	GEMS49		metabolite_183_known
GEMS5	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS5			AMP	GEMS5		metabolite_183_known
GEMS50	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS50			AMP	GEMS50		metabolite_183_known
GEMS51	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS51			AMP	GEMS51		metabolite_183_known
GEMS52	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS52			AMP	GEMS52		metabolite_183_known
GEMS53	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS53			AMP	GEMS53		metabolite_183_known
GEMS54	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS54			AMP	GEMS54		metabolite_183_known
GEMS55	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS55			AMP	GEMS55		metabolite_183_known
GEMS56	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS56			AMP	GEMS56		metabolite_183_known
GEMS57	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS57			AMP	GEMS57		metabolite_183_known
GEMS58	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS58			AMP	GEMS58		metabolite_183_known
GEMS59	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS59			AMP	GEMS59		metabolite_183_known
GEMS6	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS6			AMP	GEMS6		metabolite_183_known
GEMS60	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS60			AMP	GEMS60		metabolite_183_known
GEMS61	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS61			AMP	GEMS61		metabolite_183_known
GEMS62	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS62			AMP	GEMS62		metabolite_183_known
GEMS63	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS63			AMP	GEMS63		metabolite_183_known
GEMS64	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS64			AMP	GEMS64		metabolite_183_known
GEMS65	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS65			AMP	GEMS65		metabolite_183_known
GEMS66	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS66			AMP	GEMS66		metabolite_183_known
GEMS9	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS9			AMP	GEMS9		metabolite_183_known
GY1007	cultivar		Zea	mays cultivar:B73					test-pedigree-GY1007			AMP	GY1007		metabolite_183_known
GY1032	cultivar		Zea	mays cultivar:B73					test-pedigree-GY1032			AMP	GY1032		metabolite_183_known
GY220	cultivar		Zea	mays cultivar:B73					test-pedigree-GY220			AMP	GY220		metabolite_183_known
GY237	cultivar		Zea	mays cultivar:B73					test-pedigree-GY237			AMP	GY237		metabolite_183_known
GY246	cultivar		Zea	mays cultivar:B73					test-pedigree-GY246			AMP	GY246		metabolite_183_known
GY386	cultivar		Zea	mays cultivar:B73					test-pedigree-GY386			AMP	GY386		metabolite_183_known
GY386B	cultivar		Zea	mays cultivar:B73					test-pedigree-GY386B			AMP	GY386B		metabolite_183_known
GY462	cultivar		Zea	mays cultivar:B73					test-pedigree-GY462			AMP	GY462		metabolite_183_known
GY798	cultivar		Zea	mays cultivar:B73					test-pedigree-GY798			AMP	GY798		metabolite_183_known
GY923	cultivar		Zea	mays cultivar:B73					test-pedigree-GY923			AMP	GY923		metabolite_183_known
HB	cultivar		Zea	mays cultivar:B73					test-pedigree-HB			AMP	HB		metabolite_183_known
HSBN	cultivar		Zea	mays cultivar:B73					test-pedigree-HSBN			AMP	HSBN		metabolite_183_known
HTH-17	cultivar		Zea	mays cultivar:B73					test-pedigree-HTH-17			AMP	HTH-17		metabolite_183_known
HU803	cultivar		Zea	mays cultivar:B73					test-pedigree-HU803			AMP	HU803		metabolite_183_known
HUA83-2	cultivar		Zea	mays cultivar:B73					test-pedigree-HUA83-2			AMP	HUA83-2		metabolite_183_known
HUANGC	cultivar		Zea	mays cultivar:B73					test-pedigree-HUANGC			AMP	HUANGC		metabolite_183_known
HYS	cultivar		Zea	mays cultivar:B73					test-pedigree-HYS			AMP	HYS		metabolite_183_known
HZS	cultivar		Zea	mays cultivar:B73					test-pedigree-HZS			AMP	HZS		metabolite_183_known
IRF291	cultivar		Zea	mays cultivar:B73					test-pedigree-IRF291			AMP	IRF291		metabolite_183_known
IRF314	cultivar		Zea	mays cultivar:B73					test-pedigree-IRF314			AMP	IRF314		metabolite_183_known
J4112	cultivar		Zea	mays cultivar:B73					test-pedigree-J4112			AMP	J4112		metabolite_183_known
JH59	cultivar		Zea	mays cultivar:B73					test-pedigree-JH59			AMP	JH59		metabolite_183_known
JH96C	cultivar		Zea	mays cultivar:B73					test-pedigree-JH96C			AMP	JH96C		metabolite_183_known
JI53	cultivar		Zea	mays cultivar:B73					test-pedigree-JI53			AMP	JI53		metabolite_183_known
JI63	cultivar		Zea	mays cultivar:B73					test-pedigree-JI63			AMP	JI63		metabolite_183_known
JI842	cultivar		Zea	mays cultivar:B73					test-pedigree-JI842			AMP	JI842		metabolite_183_known
JI846	cultivar		Zea	mays cultivar:B73					test-pedigree-JI846			AMP	JI846		metabolite_183_known
JI853	cultivar		Zea	mays cultivar:B73					test-pedigree-JI853			AMP	JI853		metabolite_183_known
JIAO51	cultivar		Zea	mays cultivar:B73					test-pedigree-JIAO51			AMP	JIAO51		metabolite_183_known
JY01	cultivar		Zea	mays cultivar:B73					test-pedigree-JY01			AMP	JY01		metabolite_183_known
K10	cultivar		Zea	mays cultivar:B73					test-pedigree-K10			AMP	K10		metabolite_183_known
K12	cultivar		Zea	mays cultivar:B73					test-pedigree-K12			AMP	K12		metabolite_183_known
K14	cultivar		Zea	mays cultivar:B73					test-pedigree-K14			AMP	K14		metabolite_183_known
K22	cultivar		Zea	mays cultivar:B73					test-pedigree-K22			AMP	K22		metabolite_183_known
L3180	cultivar		Zea	mays cultivar:B73					test-pedigree-L3180			AMP	L3180		metabolite_183_known
LG001	cultivar		Zea	mays cultivar:B73					test-pedigree-LG001			AMP	LG001		metabolite_183_known
LIAO138	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO138			AMP	LIAO138		metabolite_183_known
LIAO159	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO159			AMP	LIAO159		metabolite_183_known
LIAO5114	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5114			AMP	LIAO5114		metabolite_183_known
LIAO5262	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5262			AMP	LIAO5262		metabolite_183_known
LIAO5263	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5263			AMP	LIAO5263		metabolite_183_known
LK11	cultivar		Zea	mays cultivar:B73					test-pedigree-LK11			AMP	LK11		metabolite_183_known
LV28	cultivar		Zea	mays cultivar:B73					test-pedigree-LV28			AMP	LV28		metabolite_183_known
LX9801	cultivar		Zea	mays cultivar:B73					test-pedigree-LX9801			AMP	LX9801		metabolite_183_known
LXN	cultivar		Zea	mays cultivar:B73					test-pedigree-LXN			AMP	LXN		metabolite_183_known
LY	cultivar		Zea	mays cultivar:B73					test-pedigree-LY			AMP	LY		metabolite_183_known
LY042	cultivar		Zea	mays cultivar:B73					test-pedigree-LY042			AMP	LY042		metabolite_183_known
M153	cultivar		Zea	mays cultivar:B73					test-pedigree-M153			AMP	M153		metabolite_183_known
M165	cultivar		Zea	mays cultivar:B73					test-pedigree-M165			AMP	M165		metabolite_183_known
M97	cultivar		Zea	mays cultivar:B73					test-pedigree-M97			AMP	M97		metabolite_183_known
MN	cultivar		Zea	mays cultivar:B73					test-pedigree-MN			AMP	MN		metabolite_183_known
MO113	cultivar		Zea	mays cultivar:B73					test-pedigree-MO113			AMP	MO113		metabolite_183_known
MO17	cultivar		Zea	mays cultivar:B73					test-pedigree-MO17			AMP	MO17		metabolite_183_known
NAN21-3	cultivar		Zea	mays cultivar:B73					test-pedigree-NAN21-3			AMP	NAN21-3		metabolite_183_known
NMJT	cultivar		Zea	mays cultivar:B73					test-pedigree-NMJT			AMP	NMJT		metabolite_183_known
P138	cultivar		Zea	mays cultivar:B73					test-pedigree-P138			AMP	P138		metabolite_183_known
P178	cultivar		Zea	mays cultivar:B73					test-pedigree-P178			AMP	P178		metabolite_183_known
Q1261	cultivar		Zea	mays cultivar:B73					test-pedigree-Q1261			AMP	Q1261		metabolite_183_known
QI205	cultivar		Zea	mays cultivar:B73					test-pedigree-QI205			AMP	QI205		metabolite_183_known
QI319	cultivar		Zea	mays cultivar:B73					test-pedigree-QI319			AMP	QI319		metabolite_183_known
QTHHSBTS	cultivar		Zea	mays cultivar:B73					test-pedigree-QTHHSBTS			AMP	QTHHSBTS		metabolite_183_known
R08	cultivar		Zea	mays cultivar:B73					test-pedigree-R08			AMP	R08		metabolite_183_known
R15	cultivar		Zea	mays cultivar:B73					test-pedigree-R15			AMP	R15		metabolite_183_known
R15X1141	cultivar		Zea	mays cultivar:B73					test-pedigree-R15X1141			AMP	R15X1141		metabolite_183_known
RY684	cultivar		Zea	mays cultivar:B73					test-pedigree-RY684			AMP	RY684		metabolite_183_known
RY697	cultivar		Zea	mays cultivar:B73					test-pedigree-RY697			AMP	RY697		metabolite_183_known
RY713	cultivar		Zea	mays cultivar:B73					test-pedigree-RY713			AMP	RY713		metabolite_183_known
RY729	cultivar		Zea	mays cultivar:B73					test-pedigree-RY729			AMP	RY729		metabolite_183_known
RY732	cultivar		Zea	mays cultivar:B73					test-pedigree-RY732			AMP	RY732		metabolite_183_known
RY737	cultivar		Zea	mays cultivar:B73					test-pedigree-RY737			AMP	RY737		metabolite_183_known
S22	cultivar		Zea	mays cultivar:B73					test-pedigree-S22			AMP	S22		metabolite_183_known
S37	cultivar		Zea	mays cultivar:B73					test-pedigree-S37			AMP	S37		metabolite_183_known
SC55	cultivar		Zea	mays cultivar:B73					test-pedigree-SC55			AMP	SC55		metabolite_183_known
SHEN135	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN135			AMP	SHEN135		metabolite_183_known
SHEN137	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN137			AMP	SHEN137		metabolite_183_known
SHEN5003	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN5003			AMP	SHEN5003		metabolite_183_known
SI273	cultivar		Zea	mays cultivar:B73					test-pedigree-SI273			AMP	SI273		metabolite_183_known
SI434	cultivar		Zea	mays cultivar:B73					test-pedigree-SI434			AMP	SI434		metabolite_183_known
SI444	cultivar		Zea	mays cultivar:B73					test-pedigree-SI444			AMP	SI444		metabolite_183_known
SI446	cultivar		Zea	mays cultivar:B73					test-pedigree-SI446			AMP	SI446		metabolite_183_known
SW92E114	cultivar		Zea	mays cultivar:B73					test-pedigree-SW92E114			AMP	SW92E114		metabolite_183_known
SY1032	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1032			AMP	SY1032		metabolite_183_known
SY1035	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1035			AMP	SY1035		metabolite_183_known
SY1039	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1039			AMP	SY1039		metabolite_183_known
SY1052	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1052			AMP	SY1052		metabolite_183_known
SY1077	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1077			AMP	SY1077		metabolite_183_known
SY1128	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1128			AMP	SY1128		metabolite_183_known
SY3073	cultivar		Zea	mays cultivar:B73					test-pedigree-SY3073			AMP	SY3073		metabolite_183_known
SY998	cultivar		Zea	mays cultivar:B73					test-pedigree-SY998			AMP	SY998		metabolite_183_known
SY999	cultivar		Zea	mays cultivar:B73					test-pedigree-SY999			AMP	SY999		metabolite_183_known
TIAN77	cultivar		Zea	mays cultivar:B73					test-pedigree-TIAN77			AMP	TIAN77		metabolite_183_known
TIE7922	cultivar		Zea	mays cultivar:B73					test-pedigree-TIE7922			AMP	TIE7922		metabolite_183_known
TT16	cultivar		Zea	mays cultivar:B73					test-pedigree-TT16			AMP	TT16		metabolite_183_known
TX5	cultivar		Zea	mays cultivar:B73					test-pedigree-TX5			AMP	TX5		metabolite_183_known
TY1	cultivar		Zea	mays cultivar:B73					test-pedigree-TY1			AMP	TY1		metabolite_183_known
TY10	cultivar		Zea	mays cultivar:B73					test-pedigree-TY10			AMP	TY10		metabolite_183_known
TY11	cultivar		Zea	mays cultivar:B73					test-pedigree-TY11			AMP	TY11		metabolite_183_known
TY2	cultivar		Zea	mays cultivar:B73					test-pedigree-TY2			AMP	TY2		metabolite_183_known
TY3	cultivar		Zea	mays cultivar:B73					test-pedigree-TY3			AMP	TY3		metabolite_183_known
TY4	cultivar		Zea	mays cultivar:B73					test-pedigree-TY4			AMP	TY4		metabolite_183_known
TY5	cultivar		Zea	mays cultivar:B73					test-pedigree-TY5			AMP	TY5		metabolite_183_known
TY6	cultivar		Zea	mays cultivar:B73					test-pedigree-TY6			AMP	TY6		metabolite_183_known
TY7	cultivar		Zea	mays cultivar:B73					test-pedigree-TY7			AMP	TY7		metabolite_183_known
TY8	cultivar		Zea	mays cultivar:B73					test-pedigree-TY8			AMP	TY8		metabolite_183_known
TY9	cultivar		Zea	mays cultivar:B73					test-pedigree-TY9			AMP	TY9		metabolite_183_known
U8112	cultivar		Zea	mays cultivar:B73					test-pedigree-U8112			AMP	U8112		metabolite_183_known
W138	cultivar		Zea	mays cultivar:B73					test-pedigree-W138			AMP	W138		metabolite_183_known
WH413	cultivar		Zea	mays cultivar:B73					test-pedigree-WH413			AMP	WH413		metabolite_183_known
WMR	cultivar		Zea	mays cultivar:B73					test-pedigree-WMR			AMP	WMR		metabolite_183_known
WU109	cultivar		Zea	mays cultivar:B73					test-pedigree-WU109			AMP	WU109		metabolite_183_known
XI502	cultivar		Zea	mays cultivar:B73					test-pedigree-XI502			AMP	XI502		metabolite_183_known
XUN971	cultivar		Zea	mays cultivar:B73					test-pedigree-XUN971			AMP	XUN971		metabolite_183_known
XZ698	cultivar		Zea	mays cultivar:B73					test-pedigree-XZ698			AMP	XZ698		metabolite_183_known
YAN414	cultivar		Zea	mays cultivar:B73					test-pedigree-YAN414			AMP	YAN414		metabolite_183_known
YE107	cultivar		Zea	mays cultivar:B73					test-pedigree-YE107			AMP	YE107		metabolite_183_known
YE478	cultivar		Zea	mays cultivar:B73					test-pedigree-YE478			AMP	YE478		metabolite_183_known
YE515	cultivar		Zea	mays cultivar:B73					test-pedigree-YE515			AMP	YE515		metabolite_183_known
YE52106	cultivar		Zea	mays cultivar:B73					test-pedigree-YE52106			AMP	YE52106		metabolite_183_known
YE8001	cultivar		Zea	mays cultivar:B73					test-pedigree-YE8001			AMP	YE8001		metabolite_183_known
YU374	cultivar		Zea	mays cultivar:B73					test-pedigree-YU374			AMP	YU374		metabolite_183_known
YU87-1	cultivar		Zea	mays cultivar:B73					test-pedigree-YU87-1			AMP	YU87-1		metabolite_183_known
YUN46	cultivar		Zea	mays cultivar:B73					test-pedigree-YUN46			AMP	YUN46		metabolite_183_known
Z2018F	cultivar		Zea	mays cultivar:B73					test-pedigree-Z2018F			AMP	Z2018F		metabolite_183_known
ZAC546	cultivar		Zea	mays cultivar:B73					test-pedigree-ZAC546			AMP	ZAC546		metabolite_183_known
