trait_descriptor_set	*descriptor_name	Alias	*format	trait_name	data_unit	definition	source_book
SITE_CV	N.N_caffeoyl.Feruloyl_spermidine_derivative_E3		numeric				metabolite_183_known
SITE_CV	Apigenin_di_C_hexoside_E3		numeric				metabolite_183_known
SITE_CV	Chrysoeriol_C_hexosyl_O_rhamnoside_E3		numeric				metabolite_183_known
SITE_CV	Hesperidin_E3		numeric				metabolite_183_known
SITE_CV	Chrysoeriol_di_C_hexoside_E3		numeric				metabolite_183_known
SITE_CV	Tricin_O_pentosyl_O_hexoside_E3		numeric				metabolite_183_known
SITE_CV	Tricin_O_rhamnosyl_O_hexoside_E3		numeric				metabolite_183_known
SITE_CV	3p.4p.5p_Tricetin_O_rhamnosyl_O_hexoside_E3		numeric				metabolite_183_known
SITE_CV	Malvidin_di_O_hexoside_E3		numeric				metabolite_183_known
SITE_CV	DIMBOA_glucoside_E3		numeric				metabolite_183_known
