stock_name	*germplasm_type	alias	*genus	*species	maternal_parent	paternal_parent	mutation_parent	selfing_parent	pedigree	description	origin	comments	stock_name_norm	alias_norm	source_book
CML287	cultivar		Zea	mays cultivar:B73					test-pedigree-CML287			AMP	CML287		agri_aa_oil
CML290	cultivar		Zea	mays cultivar:B73					test-pedigree-CML290			AMP	CML290		agri_aa_oil
CML298	cultivar		Zea	mays cultivar:B73					test-pedigree-CML298			AMP	CML298		agri_aa_oil
CML300	cultivar		Zea	mays cultivar:B73					test-pedigree-CML300			AMP	CML300		agri_aa_oil
CML304	cultivar		Zea	mays cultivar:B73					test-pedigree-CML304			AMP	CML304		agri_aa_oil
CML305	cultivar		Zea	mays cultivar:B73					test-pedigree-CML305			AMP	CML305		agri_aa_oil
CML307	cultivar		Zea	mays cultivar:B73					test-pedigree-CML307			AMP	CML307		agri_aa_oil
CML31	cultivar		Zea	mays cultivar:B73					test-pedigree-CML31			AMP	CML31		agri_aa_oil
CML32	cultivar		Zea	mays cultivar:B73					test-pedigree-CML32			AMP	CML32		agri_aa_oil
CML323	cultivar		Zea	mays cultivar:B73					test-pedigree-CML323			AMP	CML323		agri_aa_oil
CML324	cultivar		Zea	mays cultivar:B73					test-pedigree-CML324			AMP	CML324		agri_aa_oil
CML325	cultivar		Zea	mays cultivar:B73					test-pedigree-CML325			AMP	CML325		agri_aa_oil
CML326	cultivar		Zea	mays cultivar:B73					test-pedigree-CML326			AMP	CML326		agri_aa_oil
CML327	cultivar		Zea	mays cultivar:B73					test-pedigree-CML327			AMP	CML327		agri_aa_oil
CML338	cultivar		Zea	mays cultivar:B73					test-pedigree-CML338			AMP	CML338		agri_aa_oil
CML360	cultivar		Zea	mays cultivar:B73					test-pedigree-CML360			AMP	CML360		agri_aa_oil
CML361	cultivar		Zea	mays cultivar:B73					test-pedigree-CML361			AMP	CML361		agri_aa_oil
CML364	cultivar		Zea	mays cultivar:B73					test-pedigree-CML364			AMP	CML364		agri_aa_oil
CML408	cultivar		Zea	mays cultivar:B73					test-pedigree-CML408			AMP	CML408		agri_aa_oil
CML411	cultivar		Zea	mays cultivar:B73					test-pedigree-CML411			AMP	CML411		agri_aa_oil
CML412	cultivar		Zea	mays cultivar:B73					test-pedigree-CML412			AMP	CML412		agri_aa_oil
CML415	cultivar		Zea	mays cultivar:B73					test-pedigree-CML415			AMP	CML415		agri_aa_oil
CML422	cultivar		Zea	mays cultivar:B73					test-pedigree-CML422			AMP	CML422		agri_aa_oil
CML423	cultivar		Zea	mays cultivar:B73					test-pedigree-CML423			AMP	CML423		agri_aa_oil
CML426	cultivar		Zea	mays cultivar:B73					test-pedigree-CML426			AMP	CML426		agri_aa_oil
CML428	cultivar		Zea	mays cultivar:B73					test-pedigree-CML428			AMP	CML428		agri_aa_oil
CML430	cultivar		Zea	mays cultivar:B73					test-pedigree-CML430			AMP	CML430		agri_aa_oil
CML431	cultivar		Zea	mays cultivar:B73					test-pedigree-CML431			AMP	CML431		agri_aa_oil
CML432	cultivar		Zea	mays cultivar:B73					test-pedigree-CML432			AMP	CML432		agri_aa_oil
CML433	cultivar		Zea	mays cultivar:B73					test-pedigree-CML433			AMP	CML433		agri_aa_oil
CML451	cultivar		Zea	mays cultivar:B73					test-pedigree-CML451			AMP	CML451		agri_aa_oil
CML454	cultivar		Zea	mays cultivar:B73					test-pedigree-CML454			AMP	CML454		agri_aa_oil
CML465	cultivar		Zea	mays cultivar:B73					test-pedigree-CML465			AMP	CML465		agri_aa_oil
CML470	cultivar		Zea	mays cultivar:B73					test-pedigree-CML470			AMP	CML470		agri_aa_oil
CML471	cultivar		Zea	mays cultivar:B73					test-pedigree-CML471			AMP	CML471		agri_aa_oil
CML473	cultivar		Zea	mays cultivar:B73					test-pedigree-CML473			AMP	CML473		agri_aa_oil
CML474	cultivar		Zea	mays cultivar:B73					test-pedigree-CML474			AMP	CML474		agri_aa_oil
CML479	cultivar		Zea	mays cultivar:B73					test-pedigree-CML479			AMP	CML479		agri_aa_oil
CML480	cultivar		Zea	mays cultivar:B73					test-pedigree-CML480			AMP	CML480		agri_aa_oil
CML486	cultivar		Zea	mays cultivar:B73					test-pedigree-CML486			AMP	CML486		agri_aa_oil
CML493	cultivar		Zea	mays cultivar:B73					test-pedigree-CML493			AMP	CML493		agri_aa_oil
CML496	cultivar		Zea	mays cultivar:B73					test-pedigree-CML496			AMP	CML496		agri_aa_oil
CML497	cultivar		Zea	mays cultivar:B73					test-pedigree-CML497			AMP	CML497		agri_aa_oil
CML50	cultivar		Zea	mays cultivar:B73					test-pedigree-CML50			AMP	CML50		agri_aa_oil
CML51	cultivar		Zea	mays cultivar:B73					test-pedigree-CML51			AMP	CML51		agri_aa_oil
CML69	cultivar		Zea	mays cultivar:B73					test-pedigree-CML69			AMP	CML69		agri_aa_oil
D047	cultivar		Zea	mays cultivar:B73					test-pedigree-D047			AMP	D047		agri_aa_oil
D863F	cultivar		Zea	mays cultivar:B73					test-pedigree-D863F			AMP	D863F		agri_aa_oil
DAN3130	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN3130			AMP	DAN3130		agri_aa_oil
DAN340	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN340			AMP	DAN340		agri_aa_oil
DAN360	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN360			AMP	DAN360		agri_aa_oil
DAN4245	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN4245			AMP	DAN4245		agri_aa_oil
DAN598	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN598			AMP	DAN598		agri_aa_oil
DAN599	cultivar		Zea	mays cultivar:B73					test-pedigree-DAN599			AMP	DAN599		agri_aa_oil
DE.EX	cultivar		Zea	mays cultivar:B73					test-pedigree-DE.EX			AMP	DE.EX		agri_aa_oil
DH29	cultivar		Zea	mays cultivar:B73					test-pedigree-DH29			AMP	DH29		agri_aa_oil
DH3732	cultivar		Zea	mays cultivar:B73					test-pedigree-DH3732			AMP	DH3732		agri_aa_oil
DONG237	cultivar		Zea	mays cultivar:B73					test-pedigree-DONG237			AMP	DONG237		agri_aa_oil
DONG46	cultivar		Zea	mays cultivar:B73					test-pedigree-DONG46			AMP	DONG46		agri_aa_oil
DSB	cultivar		Zea	mays cultivar:B73					test-pedigree-DSB			AMP	DSB		agri_aa_oil
EN25	cultivar		Zea	mays cultivar:B73					test-pedigree-EN25			AMP	EN25		agri_aa_oil
ES40	cultivar		Zea	mays cultivar:B73					test-pedigree-ES40			AMP	ES40		agri_aa_oil
FCD0602	cultivar		Zea	mays cultivar:B73					test-pedigree-FCD0602			AMP	FCD0602		agri_aa_oil
GEMS1	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS1			AMP	GEMS1		agri_aa_oil
GEMS10	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS10			AMP	GEMS10		agri_aa_oil
GEMS11	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS11			AMP	GEMS11		agri_aa_oil
GEMS12	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS12			AMP	GEMS12		agri_aa_oil
GEMS13	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS13			AMP	GEMS13		agri_aa_oil
GEMS14	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS14			AMP	GEMS14		agri_aa_oil
GEMS15	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS15			AMP	GEMS15		agri_aa_oil
GEMS16	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS16			AMP	GEMS16		agri_aa_oil
GEMS17	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS17			AMP	GEMS17		agri_aa_oil
GEMS18	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS18			AMP	GEMS18		agri_aa_oil
GEMS19	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS19			AMP	GEMS19		agri_aa_oil
GEMS2	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS2			AMP	GEMS2		agri_aa_oil
GEMS20	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS20			AMP	GEMS20		agri_aa_oil
GEMS21	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS21			AMP	GEMS21		agri_aa_oil
GEMS23	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS23			AMP	GEMS23		agri_aa_oil
GEMS24	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS24			AMP	GEMS24		agri_aa_oil
GEMS25	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS25			AMP	GEMS25		agri_aa_oil
GEMS27	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS27			AMP	GEMS27		agri_aa_oil
GEMS28	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS28			AMP	GEMS28		agri_aa_oil
GEMS29	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS29			AMP	GEMS29		agri_aa_oil
GEMS3	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS3			AMP	GEMS3		agri_aa_oil
GEMS30	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS30			AMP	GEMS30		agri_aa_oil
GEMS31	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS31			AMP	GEMS31		agri_aa_oil
GEMS32	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS32			AMP	GEMS32		agri_aa_oil
GEMS33	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS33			AMP	GEMS33		agri_aa_oil
GEMS35	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS35			AMP	GEMS35		agri_aa_oil
GEMS36	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS36			AMP	GEMS36		agri_aa_oil
GEMS37	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS37			AMP	GEMS37		agri_aa_oil
GEMS39	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS39			AMP	GEMS39		agri_aa_oil
GEMS4	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS4			AMP	GEMS4		agri_aa_oil
GEMS40	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS40			AMP	GEMS40		agri_aa_oil
GEMS41	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS41			AMP	GEMS41		agri_aa_oil
GEMS42	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS42			AMP	GEMS42		agri_aa_oil
GEMS43	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS43			AMP	GEMS43		agri_aa_oil
GEMS44	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS44			AMP	GEMS44		agri_aa_oil
GEMS45	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS45			AMP	GEMS45		agri_aa_oil
GEMS46	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS46			AMP	GEMS46		agri_aa_oil
GEMS47	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS47			AMP	GEMS47		agri_aa_oil
GEMS48	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS48			AMP	GEMS48		agri_aa_oil
GEMS49	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS49			AMP	GEMS49		agri_aa_oil
GEMS5	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS5			AMP	GEMS5		agri_aa_oil
GEMS50	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS50			AMP	GEMS50		agri_aa_oil
GEMS51	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS51			AMP	GEMS51		agri_aa_oil
GEMS52	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS52			AMP	GEMS52		agri_aa_oil
GEMS53	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS53			AMP	GEMS53		agri_aa_oil
GEMS54	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS54			AMP	GEMS54		agri_aa_oil
GEMS55	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS55			AMP	GEMS55		agri_aa_oil
GEMS56	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS56			AMP	GEMS56		agri_aa_oil
GEMS57	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS57			AMP	GEMS57		agri_aa_oil
GEMS58	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS58			AMP	GEMS58		agri_aa_oil
GEMS59	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS59			AMP	GEMS59		agri_aa_oil
GEMS6	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS6			AMP	GEMS6		agri_aa_oil
GEMS60	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS60			AMP	GEMS60		agri_aa_oil
GEMS61	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS61			AMP	GEMS61		agri_aa_oil
GEMS62	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS62			AMP	GEMS62		agri_aa_oil
GEMS63	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS63			AMP	GEMS63		agri_aa_oil
GEMS64	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS64			AMP	GEMS64		agri_aa_oil
GEMS65	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS65			AMP	GEMS65		agri_aa_oil
GEMS66	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS66			AMP	GEMS66		agri_aa_oil
GEMS9	cultivar		Zea	mays cultivar:B73					test-pedigree-GEMS9			AMP	GEMS9		agri_aa_oil
GY1007	cultivar		Zea	mays cultivar:B73					test-pedigree-GY1007			AMP	GY1007		agri_aa_oil
GY1032	cultivar		Zea	mays cultivar:B73					test-pedigree-GY1032			AMP	GY1032		agri_aa_oil
GY220	cultivar		Zea	mays cultivar:B73					test-pedigree-GY220			AMP	GY220		agri_aa_oil
GY237	cultivar		Zea	mays cultivar:B73					test-pedigree-GY237			AMP	GY237		agri_aa_oil
GY246	cultivar		Zea	mays cultivar:B73					test-pedigree-GY246			AMP	GY246		agri_aa_oil
GY386	cultivar		Zea	mays cultivar:B73					test-pedigree-GY386			AMP	GY386		agri_aa_oil
GY386B	cultivar		Zea	mays cultivar:B73					test-pedigree-GY386B			AMP	GY386B		agri_aa_oil
GY462	cultivar		Zea	mays cultivar:B73					test-pedigree-GY462			AMP	GY462		agri_aa_oil
GY798	cultivar		Zea	mays cultivar:B73					test-pedigree-GY798			AMP	GY798		agri_aa_oil
GY923	cultivar		Zea	mays cultivar:B73					test-pedigree-GY923			AMP	GY923		agri_aa_oil
HB	cultivar		Zea	mays cultivar:B73					test-pedigree-HB			AMP	HB		agri_aa_oil
HSBN	cultivar		Zea	mays cultivar:B73					test-pedigree-HSBN			AMP	HSBN		agri_aa_oil
HTH-17	cultivar		Zea	mays cultivar:B73					test-pedigree-HTH-17			AMP	HTH-17		agri_aa_oil
HU803	cultivar		Zea	mays cultivar:B73					test-pedigree-HU803			AMP	HU803		agri_aa_oil
HUA83-2	cultivar		Zea	mays cultivar:B73					test-pedigree-HUA83-2			AMP	HUA83-2		agri_aa_oil
HUANGC	cultivar		Zea	mays cultivar:B73					test-pedigree-HUANGC			AMP	HUANGC		agri_aa_oil
HYS	cultivar		Zea	mays cultivar:B73					test-pedigree-HYS			AMP	HYS		agri_aa_oil
HZS	cultivar		Zea	mays cultivar:B73					test-pedigree-HZS			AMP	HZS		agri_aa_oil
IRF291	cultivar		Zea	mays cultivar:B73					test-pedigree-IRF291			AMP	IRF291		agri_aa_oil
IRF314	cultivar		Zea	mays cultivar:B73					test-pedigree-IRF314			AMP	IRF314		agri_aa_oil
J4112	cultivar		Zea	mays cultivar:B73					test-pedigree-J4112			AMP	J4112		agri_aa_oil
JH59	cultivar		Zea	mays cultivar:B73					test-pedigree-JH59			AMP	JH59		agri_aa_oil
JH96C	cultivar		Zea	mays cultivar:B73					test-pedigree-JH96C			AMP	JH96C		agri_aa_oil
JI53	cultivar		Zea	mays cultivar:B73					test-pedigree-JI53			AMP	JI53		agri_aa_oil
JI63	cultivar		Zea	mays cultivar:B73					test-pedigree-JI63			AMP	JI63		agri_aa_oil
JI842	cultivar		Zea	mays cultivar:B73					test-pedigree-JI842			AMP	JI842		agri_aa_oil
JI846	cultivar		Zea	mays cultivar:B73					test-pedigree-JI846			AMP	JI846		agri_aa_oil
JI853	cultivar		Zea	mays cultivar:B73					test-pedigree-JI853			AMP	JI853		agri_aa_oil
JIAO51	cultivar		Zea	mays cultivar:B73					test-pedigree-JIAO51			AMP	JIAO51		agri_aa_oil
JY01	cultivar		Zea	mays cultivar:B73					test-pedigree-JY01			AMP	JY01		agri_aa_oil
K10	cultivar		Zea	mays cultivar:B73					test-pedigree-K10			AMP	K10		agri_aa_oil
K12	cultivar		Zea	mays cultivar:B73					test-pedigree-K12			AMP	K12		agri_aa_oil
K14	cultivar		Zea	mays cultivar:B73					test-pedigree-K14			AMP	K14		agri_aa_oil
K22	cultivar		Zea	mays cultivar:B73					test-pedigree-K22			AMP	K22		agri_aa_oil
L3180	cultivar		Zea	mays cultivar:B73					test-pedigree-L3180			AMP	L3180		agri_aa_oil
LG001	cultivar		Zea	mays cultivar:B73					test-pedigree-LG001			AMP	LG001		agri_aa_oil
LIAO138	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO138			AMP	LIAO138		agri_aa_oil
LIAO159	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO159			AMP	LIAO159		agri_aa_oil
LIAO5114	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5114			AMP	LIAO5114		agri_aa_oil
LIAO5262	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5262			AMP	LIAO5262		agri_aa_oil
LIAO5263	cultivar		Zea	mays cultivar:B73					test-pedigree-LIAO5263			AMP	LIAO5263		agri_aa_oil
LK11	cultivar		Zea	mays cultivar:B73					test-pedigree-LK11			AMP	LK11		agri_aa_oil
LV28	cultivar		Zea	mays cultivar:B73					test-pedigree-LV28			AMP	LV28		agri_aa_oil
LX9801	cultivar		Zea	mays cultivar:B73					test-pedigree-LX9801			AMP	LX9801		agri_aa_oil
LXN	cultivar		Zea	mays cultivar:B73					test-pedigree-LXN			AMP	LXN		agri_aa_oil
LY	cultivar		Zea	mays cultivar:B73					test-pedigree-LY			AMP	LY		agri_aa_oil
LY042	cultivar		Zea	mays cultivar:B73					test-pedigree-LY042			AMP	LY042		agri_aa_oil
M153	cultivar		Zea	mays cultivar:B73					test-pedigree-M153			AMP	M153		agri_aa_oil
M165	cultivar		Zea	mays cultivar:B73					test-pedigree-M165			AMP	M165		agri_aa_oil
M97	cultivar		Zea	mays cultivar:B73					test-pedigree-M97			AMP	M97		agri_aa_oil
MN	cultivar		Zea	mays cultivar:B73					test-pedigree-MN			AMP	MN		agri_aa_oil
MO113	cultivar		Zea	mays cultivar:B73					test-pedigree-MO113			AMP	MO113		agri_aa_oil
MO17	cultivar		Zea	mays cultivar:B73					test-pedigree-MO17			AMP	MO17		agri_aa_oil
NAN21-3	cultivar		Zea	mays cultivar:B73					test-pedigree-NAN21-3			AMP	NAN21-3		agri_aa_oil
NMJT	cultivar		Zea	mays cultivar:B73					test-pedigree-NMJT			AMP	NMJT		agri_aa_oil
P138	cultivar		Zea	mays cultivar:B73					test-pedigree-P138			AMP	P138		agri_aa_oil
P178	cultivar		Zea	mays cultivar:B73					test-pedigree-P178			AMP	P178		agri_aa_oil
Q1261	cultivar		Zea	mays cultivar:B73					test-pedigree-Q1261			AMP	Q1261		agri_aa_oil
QI205	cultivar		Zea	mays cultivar:B73					test-pedigree-QI205			AMP	QI205		agri_aa_oil
QI319	cultivar		Zea	mays cultivar:B73					test-pedigree-QI319			AMP	QI319		agri_aa_oil
QTHHSBTS	cultivar		Zea	mays cultivar:B73					test-pedigree-QTHHSBTS			AMP	QTHHSBTS		agri_aa_oil
R08	cultivar		Zea	mays cultivar:B73					test-pedigree-R08			AMP	R08		agri_aa_oil
R15	cultivar		Zea	mays cultivar:B73					test-pedigree-R15			AMP	R15		agri_aa_oil
R15X1141	cultivar		Zea	mays cultivar:B73					test-pedigree-R15X1141			AMP	R15X1141		agri_aa_oil
RY684	cultivar		Zea	mays cultivar:B73					test-pedigree-RY684			AMP	RY684		agri_aa_oil
RY697	cultivar		Zea	mays cultivar:B73					test-pedigree-RY697			AMP	RY697		agri_aa_oil
RY713	cultivar		Zea	mays cultivar:B73					test-pedigree-RY713			AMP	RY713		agri_aa_oil
RY729	cultivar		Zea	mays cultivar:B73					test-pedigree-RY729			AMP	RY729		agri_aa_oil
RY732	cultivar		Zea	mays cultivar:B73					test-pedigree-RY732			AMP	RY732		agri_aa_oil
RY737	cultivar		Zea	mays cultivar:B73					test-pedigree-RY737			AMP	RY737		agri_aa_oil
S22	cultivar		Zea	mays cultivar:B73					test-pedigree-S22			AMP	S22		agri_aa_oil
S37	cultivar		Zea	mays cultivar:B73					test-pedigree-S37			AMP	S37		agri_aa_oil
SC55	cultivar		Zea	mays cultivar:B73					test-pedigree-SC55			AMP	SC55		agri_aa_oil
SHEN135	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN135			AMP	SHEN135		agri_aa_oil
SHEN137	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN137			AMP	SHEN137		agri_aa_oil
SHEN5003	cultivar		Zea	mays cultivar:B73					test-pedigree-SHEN5003			AMP	SHEN5003		agri_aa_oil
SI273	cultivar		Zea	mays cultivar:B73					test-pedigree-SI273			AMP	SI273		agri_aa_oil
SI434	cultivar		Zea	mays cultivar:B73					test-pedigree-SI434			AMP	SI434		agri_aa_oil
SI444	cultivar		Zea	mays cultivar:B73					test-pedigree-SI444			AMP	SI444		agri_aa_oil
SI446	cultivar		Zea	mays cultivar:B73					test-pedigree-SI446			AMP	SI446		agri_aa_oil
SW92E114	cultivar		Zea	mays cultivar:B73					test-pedigree-SW92E114			AMP	SW92E114		agri_aa_oil
SY1032	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1032			AMP	SY1032		agri_aa_oil
SY1035	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1035			AMP	SY1035		agri_aa_oil
SY1039	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1039			AMP	SY1039		agri_aa_oil
SY1052	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1052			AMP	SY1052		agri_aa_oil
SY1077	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1077			AMP	SY1077		agri_aa_oil
SY1128	cultivar		Zea	mays cultivar:B73					test-pedigree-SY1128			AMP	SY1128		agri_aa_oil
SY3073	cultivar		Zea	mays cultivar:B73					test-pedigree-SY3073			AMP	SY3073		agri_aa_oil
SY998	cultivar		Zea	mays cultivar:B73					test-pedigree-SY998			AMP	SY998		agri_aa_oil
SY999	cultivar		Zea	mays cultivar:B73					test-pedigree-SY999			AMP	SY999		agri_aa_oil
TIAN77	cultivar		Zea	mays cultivar:B73					test-pedigree-TIAN77			AMP	TIAN77		agri_aa_oil
TIE7922	cultivar		Zea	mays cultivar:B73					test-pedigree-TIE7922			AMP	TIE7922		agri_aa_oil
TT16	cultivar		Zea	mays cultivar:B73					test-pedigree-TT16			AMP	TT16		agri_aa_oil
TX5	cultivar		Zea	mays cultivar:B73					test-pedigree-TX5			AMP	TX5		agri_aa_oil
TY1	cultivar		Zea	mays cultivar:B73					test-pedigree-TY1			AMP	TY1		agri_aa_oil
TY10	cultivar		Zea	mays cultivar:B73					test-pedigree-TY10			AMP	TY10		agri_aa_oil
TY11	cultivar		Zea	mays cultivar:B73					test-pedigree-TY11			AMP	TY11		agri_aa_oil
TY2	cultivar		Zea	mays cultivar:B73					test-pedigree-TY2			AMP	TY2		agri_aa_oil
TY3	cultivar		Zea	mays cultivar:B73					test-pedigree-TY3			AMP	TY3		agri_aa_oil
TY4	cultivar		Zea	mays cultivar:B73					test-pedigree-TY4			AMP	TY4		agri_aa_oil
TY5	cultivar		Zea	mays cultivar:B73					test-pedigree-TY5			AMP	TY5		agri_aa_oil
TY6	cultivar		Zea	mays cultivar:B73					test-pedigree-TY6			AMP	TY6		agri_aa_oil
TY7	cultivar		Zea	mays cultivar:B73					test-pedigree-TY7			AMP	TY7		agri_aa_oil
TY8	cultivar		Zea	mays cultivar:B73					test-pedigree-TY8			AMP	TY8		agri_aa_oil
TY9	cultivar		Zea	mays cultivar:B73					test-pedigree-TY9			AMP	TY9		agri_aa_oil
U8112	cultivar		Zea	mays cultivar:B73					test-pedigree-U8112			AMP	U8112		agri_aa_oil
W138	cultivar		Zea	mays cultivar:B73					test-pedigree-W138			AMP	W138		agri_aa_oil
WH413	cultivar		Zea	mays cultivar:B73					test-pedigree-WH413			AMP	WH413		agri_aa_oil
WMR	cultivar		Zea	mays cultivar:B73					test-pedigree-WMR			AMP	WMR		agri_aa_oil
WU109	cultivar		Zea	mays cultivar:B73					test-pedigree-WU109			AMP	WU109		agri_aa_oil
XI502	cultivar		Zea	mays cultivar:B73					test-pedigree-XI502			AMP	XI502		agri_aa_oil
XUN971	cultivar		Zea	mays cultivar:B73					test-pedigree-XUN971			AMP	XUN971		agri_aa_oil
XZ698	cultivar		Zea	mays cultivar:B73					test-pedigree-XZ698			AMP	XZ698		agri_aa_oil
YAN414	cultivar		Zea	mays cultivar:B73					test-pedigree-YAN414			AMP	YAN414		agri_aa_oil
YE107	cultivar		Zea	mays cultivar:B73					test-pedigree-YE107			AMP	YE107		agri_aa_oil
YE478	cultivar		Zea	mays cultivar:B73					test-pedigree-YE478			AMP	YE478		agri_aa_oil
YE515	cultivar		Zea	mays cultivar:B73					test-pedigree-YE515			AMP	YE515		agri_aa_oil
YE52106	cultivar		Zea	mays cultivar:B73					test-pedigree-YE52106			AMP	YE52106		agri_aa_oil
YE8001	cultivar		Zea	mays cultivar:B73					test-pedigree-YE8001			AMP	YE8001		agri_aa_oil
YU374	cultivar		Zea	mays cultivar:B73					test-pedigree-YU374			AMP	YU374		agri_aa_oil
YU87-1	cultivar		Zea	mays cultivar:B73					test-pedigree-YU87-1			AMP	YU87-1		agri_aa_oil
YUN46	cultivar		Zea	mays cultivar:B73					test-pedigree-YUN46			AMP	YUN46		agri_aa_oil
Z2018F	cultivar		Zea	mays cultivar:B73					test-pedigree-Z2018F			AMP	Z2018F		agri_aa_oil
ZAC546	cultivar		Zea	mays cultivar:B73					test-pedigree-ZAC546			AMP	ZAC546		agri_aa_oil
ZB648	cultivar		Zea	mays cultivar:B73					test-pedigree-ZB648			AMP	ZB648		agri_aa_oil
ZH68	cultivar		Zea	mays cultivar:B73					test-pedigree-ZH68			AMP	ZH68		agri_aa_oil
ZHENG22	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG22			AMP	ZHENG22		agri_aa_oil
ZHENG28	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG28			AMP	ZHENG28		agri_aa_oil
ZHENG29	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG29			AMP	ZHENG29		agri_aa_oil
ZHENG30	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG30			AMP	ZHENG30		agri_aa_oil
ZHENG32	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG32			AMP	ZHENG32		agri_aa_oil
ZHENG35	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG35			AMP	ZHENG35		agri_aa_oil
ZHENG58	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG58			AMP	ZHENG58		agri_aa_oil
ZHENG653	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHENG653			AMP	ZHENG653		agri_aa_oil
ZHI41	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHI41			AMP	ZHI41		agri_aa_oil
ZHONG69	cultivar		Zea	mays cultivar:B73					test-pedigree-ZHONG69			AMP	ZHONG69		agri_aa_oil
