trait	trait_group	total_non_missing	train_non_missing	val_non_missing	test_non_missing	missing_rate	variance	used_for_baseline
agri_aa_oil__AA_Ile	agri_aa_oil	412	289	60	63	0.10629067245119306	0.42694818122504574	True
agri_aa_oil__AA_Leu	agri_aa_oil	412	289	60	63	0.10629067245119306	9.765276794271868	True
agri_aa_oil__AA_Tyr	agri_aa_oil	412	289	60	63	0.10629067245119306	0.7059765361167253	True
agri_aa_oil__AA_Phe	agri_aa_oil	412	289	60	63	0.10629067245119306	1.1537942414037468	True
agri_aa_oil__AA_Lys	agri_aa_oil	412	289	60	63	0.10629067245119306	0.4473248383872575	True
agri_aa_oil__AA_NH3	agri_aa_oil	412	289	60	63	0.10629067245119306	0.8890348987616181	True
agri_aa_oil__AA_His	agri_aa_oil	412	289	60	63	0.10629067245119306	0.2660773838934305	True
agri_aa_oil__AA_Arg	agri_aa_oil	412	289	60	63	0.10629067245119306	1.2524811226224948	True
agri_aa_oil__AA_Pro	agri_aa_oil	412	289	60	63	0.10629067245119306	2.553625180270866	True
agri_aa_oil__AA_total	agri_aa_oil	412	289	60	63	0.10629067245119306	393.1625347508891	True
agri_aa_oil__Plantheight	agri_aa_oil	459	321	68	70	0.004338394793926281	449.48030207462637	True
agri_aa_oil__Earheight	agri_aa_oil	459	321	68	70	0.004338394793926281	180.07002262230978	True
agri_aa_oil__Earleafwidth	agri_aa_oil	459	321	68	70	0.004338394793926281	0.6749304747945771	True
agri_aa_oil__Earleaflength	agri_aa_oil	459	321	68	70	0.004338394793926281	50.59300347269648	True
agri_aa_oil__Tasselmainaxislength	agri_aa_oil	459	321	68	70	0.004338394793926281	11.03070153448124	True
agri_aa_oil__Tasselbranchnumber	agri_aa_oil	459	321	68	70	0.004338394793926281	11.127980710159752	True
agri_aa_oil__Leafnumberaboveear	agri_aa_oil	459	321	68	70	0.004338394793926281	0.36712407943127023	True
agri_aa_oil__Earlength	agri_aa_oil	459	321	68	70	0.004338394793926281	1.803414165274599	True
agri_aa_oil__Eardiameter	agri_aa_oil	459	321	68	70	0.004338394793926281	0.09555179396223089	True
agri_aa_oil__Cobdiameter	agri_aa_oil	459	321	68	70	0.004338394793926281	0.06275362978165798	True
agri_aa_oil__Earrownumber	agri_aa_oil	459	321	68	70	0.004338394793926281	2.2164631969233746	True
agri_aa_oil__Kernernumberperrow	agri_aa_oil	459	321	68	70	0.004338394793926281	6.085513065952879	True
agri_aa_oil__100grainweight	agri_aa_oil	456	320	66	70	0.010845986984815648	6.417899206559154	True
agri_aa_oil__cobweight	agri_aa_oil	458	321	68	69	0.006507592190889366	16.337384380242643	True
agri_aa_oil__kernellength	agri_aa_oil	458	320	68	70	0.006507592190889366	0.5960559491104512	True
agri_aa_oil__Kernelwidth	agri_aa_oil	458	320	68	70	0.006507592190889366	0.34207362465050756	True
agri_aa_oil__Kernelthickness	agri_aa_oil	458	320	68	70	0.006507592190889366	0.09897520044740123	True
agri_aa_oil__Silkingtime	agri_aa_oil	459	321	68	70	0.004338394793926281	12.473752177992944	True
agri_aa_oil__Pollenshed	agri_aa_oil	459	321	68	70	0.004338394793926281	13.205078182487275	True
agri_aa_oil__Headingdate	agri_aa_oil	459	321	68	70	0.004338394793926281	13.494123969241098	True
agri_aa_oil__cobcolor	agri_aa_oil	0	0	0	0	1.0		False
agri_aa_oil__Oil_C16_0	agri_aa_oil	440	306	67	67	0.045553145336225564	0.03433252950805442	True
agri_aa_oil__Oil_C16_1	agri_aa_oil	440	306	67	67	0.045553145336225564	5.947209810323703e-06	True
agri_aa_oil__Oil_C18_0	agri_aa_oil	440	306	67	67	0.045553145336225564	0.002541414841912425	True
agri_aa_oil__Oil_C18_1	agri_aa_oil	440	306	67	67	0.045553145336225564	0.5523392154616097	True
agri_aa_oil__Oil_C18_2	agri_aa_oil	440	306	67	67	0.045553145336225564	0.522780248244523	True
agri_aa_oil__Oil_C18_3	agri_aa_oil	440	306	67	67	0.045553145336225564	8.94600860942383e-05	True
agri_aa_oil__Oil_C20_0	agri_aa_oil	440	306	67	67	0.045553145336225564	8.910272736354148e-05	True
agri_aa_oil__Oil_C20_1	agri_aa_oil	440	306	67	67	0.045553145336225564	3.6765852140875384e-05	True
agri_aa_oil__Oil_C22_0	agri_aa_oil	440	306	67	67	0.045553145336225564	5.4987405556241746e-06	True
agri_aa_oil__Oil_C24_0	agri_aa_oil	440	306	67	67	0.045553145336225564	7.5018550909876485e-06	True
agri_aa_oil__Oil_OIL	agri_aa_oil	440	306	67	67	0.045553145336225564	2.6147726205600534	True
agri_aa_oil__Oil_C16_0P	agri_aa_oil	440	306	67	67	0.045553145336225564	2.864724140534501	True
agri_aa_oil__Oil_C16_1P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.0016116690334497378	True
agri_aa_oil__Oil_C18_0P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.2504620844409458	True
agri_aa_oil__Oil_C18_1P	agri_aa_oil	440	306	67	67	0.045553145336225564	38.159605786750966	True
agri_aa_oil__Oil_C18_2P	agri_aa_oil	440	306	67	67	0.045553145336225564	34.17360458855153	True
agri_aa_oil__Oil_C18_3P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.08714137661320129	True
agri_aa_oil__Oil_C20_0P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.009331873962638617	True
agri_aa_oil__Oil_C20_1P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.0027844093907619673	True
agri_aa_oil__Oil_C22_0P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.0023153720210359187	True
agri_aa_oil__Oil_C24_0P	agri_aa_oil	440	306	67	67	0.045553145336225564	0.00596978934221654	True
agri_aa_oil__Oil_C160_C161	agri_aa_oil	440	306	67	67	0.045553145336225564	212.2866743427034	True
agri_aa_oil__Oil_C160_C180	agri_aa_oil	440	306	67	67	0.045553145336225564	3.0262603480812817	True
agri_aa_oil__Oil_C180_C181	agri_aa_oil	440	306	67	67	0.045553145336225564	0.00048295952666414283	True
agri_aa_oil__Oil_C181_C182	agri_aa_oil	440	306	67	67	0.045553145336225564	0.04219410575703358	True
agri_aa_oil__Oil_C182_C183	agri_aa_oil	440	306	67	67	0.045553145336225564	89.83068048869198	True
agri_aa_oil__Oil_C180_C200	agri_aa_oil	440	306	67	67	0.045553145336225564	0.6880685876307729	True
agri_aa_oil__Oil_C200_C201	agri_aa_oil	440	306	67	67	0.045553145336225564	0.08443433833858698	True
agri_aa_oil__Oil_C200_C220	agri_aa_oil	440	306	67	67	0.045553145336225564	0.22213762439222004	True
agri_aa_oil__Oil_C220_C240	agri_aa_oil	440	306	67	67	0.045553145336225564	0.026308576007413435	True
agri_aa_oil__Oil_SFA_USFA	agri_aa_oil	440	306	67	67	0.045553145336225564	0.0007210654204242963	True
