trait	locus_id	candidate_gene_id	lead_snps	min_p_value	min_q_value_bh	best_significance_rank	best_relation	min_distance_to_gene_bp	has_ridge_attribution_support	gene_description	gene_biotype	annotation_source	best_significance_class	functional_keyword_class
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L043	Zm00001d036972	1	1.262905e-07	0.0014847008334117	0	gene_body	0	False	Putative leucine-rich repeat receptor-like protein kinase family protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L043	Zm00001d036949	1	7.102961e-07	0.00709784686808	1	gene_body	0	False	Serine/threonine-protein phosphatase PP2A-5 catalytic subunit	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L029	Zm00001d050310	1	1.179442e-06	0.0112246933500952	1	promoter	0	False	Homeodomain leucine zipper protein CPHB-5; Putative homeobox DNA-binding and leucine zipper domain family protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L055	Zm00001d008825	1	2.241503e-06	0.020362628344	1	cis_window	789	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L066	Zm00001d012510	1	3.499668e-06	0.0304099846873043	1	gene_body	0	False	Putative cytochrome P450 superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L013	Zm00001d034754	1	4.268773e-06	0.0355474956953333	1	gene_body	0	False	DUF4378 domain protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L065	Zm00001d012435	1	6.094547e-06	0.0487212714092799	1	gene_body	0	False	Probable membrane-associated kinase regulator 4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	transport_membrane
agri_aa_oil__Oil_C200_C220	agri_aa_oil__Oil_C200_C220__L072	Zm00001d048484	1	7.188626e-06	0.0532107421428148	2	cis_window	119	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	suggestive_1e_5	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L059	Zm00001d009150	1	3.922545e-12	7.8394415352e-07	0	gene_body	0	True	Sec23/Sec24 protein transport family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036982	1	4.693594e-11	2.8568670736400003e-06	0	gene_body	0	True	 linoleic acid1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	fatty_acid_lipid
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036933	1	1.387776e-08	0.0003081726225066	0	cis_window	424	False	Aldehyde dehydrogenase family 2 member C4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036978	1	3.85633e-08	0.0007006460804363	0	nearest	32734	False	HAD superfamily subfamily IIIB acid phosphatase	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L052	Zm00001d018730	1	2.204439e-07	0.0033890027752615	0	gene_body	0	False	RNA-binding protein 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036947	1	5.169582e-07	0.0068878132012799	1	gene_body	0	False	Leucine-rich repeat protein kinase family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036965	1	1.053834e-06	0.0114383268917894	1	gene_body	0	False	Zinc transporter 4  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	transport_membrane
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L026	Zm00001d049511	1	1.087424e-06	0.0114383268917894	1	gene_body	0	True	Putative MYB DNA-binding domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L025	Zm00001d044646	1	1.471221e-06	0.0144528435977142	1	gene_body	0	False	 glucosamine fructose-6-phosphate aminotransferase1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L071	Zm00001d025421	1	1.518642e-06	0.0144528435977142	1	cis_window	1773	True	F-box protein 7	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L022	Zm00001d039976	1	3.929834e-06	0.0345670590024347	1	cis_window	5989	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L033	Zm00001d053395	1	3.978076e-06	0.0345670590024347	1	gene_body	0	False	Pectin lyase-like superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L013	Zm00001d033462	1	4.236428e-06	0.03486721351808	1	cis_window	2456	False	Auxin responsive protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L045	Zm00001d036975	1	4.361542e-06	0.03486721351808	1	cis_window	2078	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L025	Zm00001d044653	1	5.464825e-06	0.0420068486615384	1	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L032	Zm00001d053149	1	6.432562e-06	0.047614300410074	1	gene_body	0	False	Digalactosyldiacylglycerol synthase 1 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	fatty_acid_lipid
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L010	Zm00001d032887	1	8.84327e-06	0.0631207346114285	2	gene_body	0	True	Protein binding protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	suggestive_1e_5	
agri_aa_oil__Oil_C20_0	agri_aa_oil__Oil_C20_0__L036	Zm00001d053639	1	9.577439e-06	0.0660037465097931	2	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	suggestive_1e_5	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L049	Zm00001d036982	1	2.007069e-11	4.01124782064e-06	0	gene_body	0	True	 linoleic acid1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	fatty_acid_lipid
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L059	Zm00001d009150	1	5.852678e-09	0.0002724351387013	0	gene_body	0	True	Sec23/Sec24 protein transport family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L049	Zm00001d036933	1	1.156622e-07	0.0021014349675636	0	cis_window	424	False	Aldehyde dehydrogenase family 2 member C4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L030	Zm00001d049442	1	2.746123e-07	0.0040799417539428	1	cis_window	6677	True	Polyadenylation and cleavage factor homolog 5	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L042	Zm00001d013603	1	2.858017e-07	0.0040799417539428	1	gene_body	0	True	Type IV inositol polyphosphate 5-phosphatase 7	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L031	Zm00001d049511	1	3.698552e-07	0.0049278520567466	1	gene_body	0	True	Putative MYB DNA-binding domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L049	Zm00001d036947	1	9.013815e-07	0.0112591563165	1	gene_body	0	False	Leucine-rich repeat protein kinase family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L042	Zm00001d013653	1	1.056595e-06	0.0124215794305882	1	gene_body	0	False	transcription regulator NOT2/NOT3/NOT5 family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L056	Zm00001d021488	1	1.132685e-06	0.0125763274088888	1	gene_body	0	True	MYND finger family protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L006	Zm00001d032887	1	1.393372e-06	0.0139236877216	1	gene_body	0	True	Protein binding protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L003	Zm00001d031002	1	3.012994e-06	0.0286212414945454	1	gene_body	0	False	Tetratricopeptide repeat (TPR)-like superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L033	Zm00001d049956	1	3.150605e-06	0.0286212414945454	1	gene_body	0	False	4-hydroxy-tetrahydrodipicolinate reductase 2 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L049	Zm00001d036978	1	4.245695e-06	0.036892505213913	1	nearest	32734	False	HAD superfamily subfamily IIIB acid phosphatase	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L005	Zm00001d032455	1	5.644645e-06	0.0447985146862857	1	gene_body	0	False	Electron transfer flavoprotein-ubiquinone oxidoreductase mitochondrial	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L027	Zm00001d043200	1	6.15008e-06	0.0447985146862857	1	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L008	Zm00001d033002	1	6.259977e-06	0.0447985146862857	1	gene_body	0	False	ATP-dependent 6-phosphofructokinase 5 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L039	Zm00001d053931	1	6.276311e-06	0.0447985146862857	1	gene_body	0	False	Peroxisome biogenesis protein 16	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L079	Zm00001d026536	1	7.499391e-06	0.0491669367989999	1	gene_body	0	False	Zinc finger CCCH domain-containing protein 6	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L022	Zm00001d041768	1	7.872378e-06	0.0491669367989999	1	gene_body	0	True	NEP-interacting protein 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L049	Zm00001d037004	1	8.617832e-06	0.0501656432836571	2	gene_body	0	False	Ras-related protein RABA1d	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	suggestive_1e_5	
agri_aa_oil__Oil_C20_1	agri_aa_oil__Oil_C20_1__L036	Zm00001d052276	1	9.319361e-06	0.0517369503337777	2	gene_body	0	False	RNA-processing Lsm domain	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	suggestive_1e_5	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L066	Zm00001d009150	1	1.516051e-14	3.0299188865600003e-09	0	gene_body	0	True	Sec23/Sec24 protein transport family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L049	Zm00001d036982	1	3.395365e-10	1.1309734457333331e-05	0	gene_body	0	True	 linoleic acid1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	fatty_acid_lipid
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L008	Zm00001d031002	1	8.159322e-10	2.173658838e-05	0	gene_body	0	True	Tetratricopeptide repeat (TPR)-like superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L027	Zm00001d049511	1	8.7009e-10	2.173658838e-05	0	gene_body	0	True	Putative MYB DNA-binding domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L063	Zm00001d008881	1	4.487778e-09	8.153721454254545e-05	0	cis_window	736	False	Protein RALF-like 33	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L038	Zm00001d013603	1	4.949563e-08	0.0007065713306628	0	gene_body	0	True	Type IV inositol polyphosphate 5-phosphatase 7	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L039	Zm00001d013849	1	1.618942e-07	0.0021570351490133	0	cis_window	5032	True	Trihelix transcription factor GT-2	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L039	Zm00001d013868	1	4.588608e-07	0.0045317462203428	1	gene_body	0	True	CDPK-related kinase 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L018	Zm00001d005018	1	4.761762e-07	0.0045317462203428	1	gene_body	0	True	Protein DETOXIFICATION 21	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L061	Zm00001d008491	1	5.427769e-07	0.0049307827330181	1	cis_window	33	False	Fructose-bisphosphate aldolase  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L058	Zm00001d021221	1	5.962355e-07	0.0051809235690434	1	gene_body	0	False	Protein binding protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L012	Zm00001d033278	1	6.651294e-07	0.0055387542236	1	gene_body	0	False	Protein NETWORKED 1A	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L063	Zm00001d008893	1	8.572938e-07	0.0061806039017142	1	gene_body	0	False	Shaggy-related protein kinase iota	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L055	Zm00001d020487	1	8.65908e-07	0.0061806039017142	1	promoter	0	False	ARM repeat superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L026	Zm00001d049442	1	9.55823e-07	0.0065871366030344	1	cis_window	6677	True	Polyadenylation and cleavage factor homolog 5	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L078	Zm00001d023841	1	1.980262e-06	0.012367726321	1	gene_body	0	False	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L038	Zm00001d013644	1	2.163549e-06	0.0128470081952941	1	gene_body	0	False	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L080	Zm00001d026536	1	2.185565e-06	0.0128470081952941	1	gene_body	0	False	Zinc finger CCCH domain-containing protein 6	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L078	Zm00001d023853	1	2.420806e-06	0.0133126379944	1	nearest	133675	True	 adenosine 5'-phosphosulfate reductase6	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L033	Zm00001d052227	1	2.470301e-06	0.0133126379944	1	cis_window	6066	True	 trehalose-6-phosphate phosphatase4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L064	Zm00001d008965	1	2.482935e-06	0.0133126379944	1	gene_body	0	False	Putative inactive receptor-like protein kinase 	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L004	Zm00001d028797	1	2.629008e-06	0.0133126379944	1	gene_body	0	False	Laccase-13	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L001	Zm00001d027934	1	2.63476e-06	0.0133126379944	1	gene_body	0	True	 leucine-rich transmembrane protein kinase1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	transport_membrane
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L067	Zm00001d009653	1	2.664446e-06	0.0133126379944	1	nearest	88055	False	60S acidic ribosomal protein P2A  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L040	Zm00001d013958	1	3.029992e-06	0.0147698068573658	1	cis_window	360	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L059	Zm00001d021488	1	3.24396e-06	0.0153094343813953	1	gene_body	0	False	MYND finger family protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L079	Zm00001d025421	1	3.733627e-06	0.0169588126752727	1	cis_window	1773	True	F-box protein 7	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L041	Zm00001d013983	1	3.99137e-06	0.0177266498382222	1	gene_body	0	True	LysM domain containing protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L017	Zm00001d003657	1	4.449997e-06	0.0193338826180869	1	gene_body	0	False	Protein SCARECROW	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L045	Zm00001d016788	1	5.20184e-06	0.0216587278133333	1	promoter	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L068	Zm00001d010175	1	5.628029e-06	0.0227087778992	1	gene_body	0	True	Ethylene-responsive transcription factor ABR1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	hormone_stress_regulatory
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L074	Zm00001d047102	1	5.681285e-06	0.0227087778992	1	cis_window	439	False	Zinc finger protein ZAT9	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L038	Zm00001d013653	1	6.27006e-06	0.0245707668894117	1	gene_body	0	False	transcription regulator NOT2/NOT3/NOT5 family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L028	Zm00001d049579	1	6.46809e-06	0.024859357596923	1	cis_window	2601	False	Tyrosine--tRNA ligase 1 cytoplasmic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L011	Zm00001d033150	1	7.305539e-06	0.0275482226864905	1	cis_window	294	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L047	Zm00001d017493	1	9.146537e-06	0.0320700052398596	1	cis_window	3223	False	Expansin-B4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L053	Zm00001d020117	1	9.660855e-06	0.0329984341781694	1	gene_body	0	False	Pi15	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L012	Zm00001d033259	1	9.741552e-06	0.0329984341781694	1	gene_body	0	False	DNA repair protein recA homolog 1 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L031	Zm00001d050350	1	1.009753e-05	0.0336341992613333	1	nearest	51226	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L048	Zm00001d036933	1	1.221926e-05	0.0387633718501587	1	cis_window	424	False	Aldehyde dehydrogenase family 2 member C4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L007	Zm00001d030663	1	1.371315e-05	0.0428227391625	1	nearest	26910	False	DNAJ heat shock N-terminal domain-containing protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L069	Zm00001d010607	1	1.469797e-05	0.0451919614203076	1	gene_body	0	False	PLAC8 family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L053	Zm00001d020122	1	1.511977e-05	0.0457844962593939	1	nearest	60261	False	Polygalacturonase 1 beta-like protein 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L077	Zm00001d023703	1	1.568848e-05	0.0465149295644444	1	promoter	0	True		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L032	Zm00001d051139	1	1.583948e-05	0.0465149295644444	1	gene_body	0	False	RNA-binding (RRM/RBD/RNP motifs) family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L054	Zm00001d020417	1	1.667697e-05	0.0465149295644444	1	promoter	0	False	Encodes a protein whose expression is responsive to nematode infection.	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L020	Zm00001d041768	1	1.675744e-05	0.0465149295644444	1	gene_body	0	False	NEP-interacting protein 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L035	Zm00001d053548	1	1.760571e-05	0.0475719937556756	1	gene_body	0	False	Shaggy-related protein kinase iota	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L057	Zm00001d021162	1	1.761432e-05	0.0475719937556756	1	gene_body	0	True	polymerase delta 4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L010	Zm00001d032944	1	1.825411e-05	0.0480025448442105	1	gene_body	0	False	Short integuments 2 mitochondrial	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L034	Zm00001d053433	1	1.942338e-05	0.0499080659425641	1	promoter	0	False	Putative RING zinc finger domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
agri_aa_oil__Oil_OIL	agri_aa_oil__Oil_OIL__L014	Zm00001d034522	1	1.947817e-05	0.0499080659425641	1	gene_body	0	False	plant adhesion molecule 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
