trait	nearest_gene_id	gene_relation	lead_snps	min_p_value	min_q_value_bh	max_minus_log10_p	min_distance_to_gene_bp
agri_aa_oil__Oil_C200_C220	Zm00001d036981	promoter	1	3.567243e-05	0.16579881790883721	4.4476673055860765	0
agri_aa_oil__Oil_C200_C220	Zm00001d038131	cis_window	1	3.664496e-05	0.16644807104	4.435985748027063	1953
agri_aa_oil__Oil_C200_C220	Zm00001d044288	gene_body	1	3.920937e-05	0.17413839668266667	4.406610135708507	0
agri_aa_oil__Oil_C200_C220	Zm00001d050487	nearest	1	4.399741e-05	0.18708822070127662	4.356572888418699	14619
agri_aa_oil__Oil_C200_C220	Zm00001d003508	gene_body	1	4.56684e-05	0.1901479948	4.34038420370597	0
agri_aa_oil__Oil_C200_C220	Zm00001d008997	gene_body	1	5.009655e-05	0.2043284917714286	4.300192181668756	0
agri_aa_oil__Oil_C200_C220	Zm00001d033462	cis_window	1	5.342941e-05	0.2135637632992	4.27221962153409	2456
agri_aa_oil__Oil_C200_C220	Zm00001d039517	gene_body	1	5.473634e-05	0.21449776405960783	4.2617242454890105	0
agri_aa_oil__Oil_C200_C220	Zm00001d023262	gene_body	2	5.701063e-05	0.21911377825538464	4.244044159767455	0
agri_aa_oil__Oil_C200_C220	Zm00001d007387	gene_body	1	5.845167e-05	0.22041352753811322	4.2332030762656325	0
agri_aa_oil__Oil_C200_C220	Zm00001d038857	gene_body	1	6.483327e-05	0.23804757316363637	4.188202073304681	0
agri_aa_oil__Oil_C200_C220	Zm00001d050465	cis_window	1	6.551025e-05	0.23804757316363637	4.183690743211728	3299
agri_aa_oil__Oil_C200_C220	Zm00001d037674	gene_body	1	6.820153e-05	0.2434015174942857	4.166205882482758	0
agri_aa_oil__Oil_C200_C220	Zm00001d002592	gene_body	1	7.105741e-05	0.24914473215719296	4.148390626331738	0
agri_aa_oil__Oil_C200_C220	Zm00001d016827	gene_body	1	7.41645e-05	0.25555552262068965	4.129803926842563	0
agri_aa_oil__Oil_C200_C220	Zm00001d037354	gene_body	1	7.795116e-05	0.26046010409704917	4.1081774176419055	0
agri_aa_oil__Oil_C200_C220	Zm00001d028284	gene_body	1	7.841917e-05	0.26046010409704917	4.105577758647997	0
agri_aa_oil__Oil_C200_C220	Zm00001d042670	cis_window	1	8.15781e-05	0.26296568957419353	4.088426413864778	942
agri_aa_oil__Oil_C200_C220	Zm00001d048397	gene_body	1	8.669771e-05	0.27073527390249996	4.061992373659869	0
agri_aa_oil__Oil_C200_C220	Zm00001d036847	nearest	1	9.115397e-05	0.2802718127433846	4.040224411907008	94127
agri_aa_oil__Oil_C200_C220	Zm00001d023260	gene_body	1	9.292921e-05	0.28140091202666667	4.0318477548127865	0
agri_aa_oil__Oil_C200_C220	Zm00001d007373	cis_window	1	9.697539e-05	0.2850163756447059	4.013338465148815	2393
agri_aa_oil__Oil_C200_C220	Zm00001d003941	gene_body	1	0.0001253043	0.35271572085633807	3.9020340253009067	0
agri_aa_oil__Oil_C200_C220	Zm00001d011625	gene_body	1	0.0001327818	0.36092020021999993	3.8768614483207537	0
agri_aa_oil__Oil_C200_C220	Zm00001d050389	gene_body	1	0.0001332903	0.36092020021999993	3.8752014545603015	0
agri_aa_oil__Oil_C200_C220	Zm00001d009985	cis_window	1	0.000140016	0.36092020021999993	3.85382233350268	4866
agri_aa_oil__Oil_C200_C220	Zm00001d029605	cis_window	1	0.0001407411	0.36092020021999993	3.851579058949783	2339
agri_aa_oil__Oil_C200_C220	Zm00001d043444	promoter	1	0.0001407411	0.36092020021999993	3.851579058949783	0
agri_aa_oil__Oil_C200_C220	Zm00001d012255	gene_body	1	0.0001416544	0.36092020021999993	3.848769931090297	0
agri_aa_oil__Oil_C200_C220	Zm00001d050384	cis_window	1	0.0001444514	0.36092020021999993	3.840278244686324	2728
agri_aa_oil__Oil_C200_C220	Zm00001d021246	gene_body	1	0.0001444721	0.36092020021999993	3.8402160144019013	0
agri_aa_oil__Oil_C200_C220	Zm00001d029916	nearest	1	0.000149706	0.3693783004444444	3.824760793413307	119163
agri_aa_oil__Oil_C200_C220	Zm00001d043206	gene_body	1	0.0001540546	0.37123941979047614	3.8123253293185404	0
agri_aa_oil__Oil_C200_C220	Zm00001d005157	cis_window	1	0.0001560329	0.37123941979047614	3.806783819709739	3091
agri_aa_oil__Oil_C200_C220	Zm00001d008674	gene_body	1	0.0001602073	0.3766869429270588	3.7953176987543604	0
agri_aa_oil__Oil_C200_C220	Zm00001d018243	gene_body	1	0.0001670529	0.38160368374545456	3.7771459807078878	0
agri_aa_oil__Oil_C200_C220	Zm00001d028752	gene_body	1	0.0001795353	0.39265091742978725	3.7458501482668796	0
agri_aa_oil__Oil_C200_C220	Zm00001d013992	gene_body	1	0.0001846789	0.39265091742978725	3.7335827208945203	0
agri_aa_oil__Oil_C200_C220	Zm00001d020898	cis_window	1	0.0001866488	0.3926619218189474	3.7289747978890486	19
agri_aa_oil__Oil_C200_C220	Zm00001d018206	gene_body	1	0.0001990499	0.4101166681896907	3.7010380362635513	0
agri_aa_oil__Oil_C200_C220	Zm00001d011833	gene_body	1	0.0002028761	0.41373475348571426	3.6927691124022615	0
agri_aa_oil__Oil_C200_C220	Zm00001d008567	gene_body	1	0.0002094975	0.422601390117647	3.678821155240325	0
agri_aa_oil__Oil_C200_C220	Zm00001d023874	nearest	1	0.000212181	0.422601390117647	3.6732935081094875	22802
agri_aa_oil__Oil_C200_C220	Zm00001d011719	gene_body	1	0.000215682	0.422601390117647	3.6661860979520045	0
agri_aa_oil__Oil_C200_C220	Zm00001d012393	nearest	1	0.000223604	0.4281600211851852	3.6505204317230495	23686
agri_aa_oil__Oil_C200_C220	Zm00001d040745	nearest	1	0.000224592	0.4281600211851852	3.6486057174322326	111224
agri_aa_oil__Oil_C200_C220	Zm00001d028797	gene_body	1	0.0002284706	0.4281600211851852	3.6411696777790485	0
agri_aa_oil__Oil_C200_C220	Zm00001d008739	gene_body	1	0.0002307178	0.4281600211851852	3.6369188981379166	0
agri_aa_oil__Oil_C200_C220	Zm00001d046679	gene_body	1	0.000231373	0.4281600211851852	3.6356873222864423	0
agri_aa_oil__Oil_C200_C220	Zm00001d052278	nearest	1	0.0002342422	0.42949274424954126	3.630334861713858	16017
agri_aa_oil__Oil_C200_C220	Zm00001d031625	nearest	1	0.0002374185	0.43135919759999997	3.6244854431957534	70476
agri_aa_oil__Oil_C200_C220	Zm00001d038915	gene_body	1	0.0002443648	0.43605153097142857	3.6119613527123997	0
agri_aa_oil__Oil_C200_C220	Zm00001d009605	gene_body	1	0.0002518193	0.44489388269139074	3.5989109876424163	0
agri_aa_oil__Oil_C200_C220	Zm00001d025915	gene_body	1	0.0002639414	0.44489388269139074	3.578492484045259	0
agri_aa_oil__Oil_C200_C220	Zm00001d044391	nearest	1	0.0002683122	0.44489388269139074	3.5713595797610838	25648
agri_aa_oil__Oil_C200_C220	Zm00001d023841	gene_body	1	0.0002688672	0.44489388269139074	3.5704621755671777	0
agri_aa_oil__Oil_C200_C220	Zm00001d052189	cis_window	1	0.0002820047	0.44489388269139074	3.5497436534995916	749
agri_aa_oil__Oil_C200_C220	Zm00001d016397	gene_body	1	0.0002870612	0.44489388269139074	3.5420255040017024	0
agri_aa_oil__Oil_C200_C220	Zm00001d005154	gene_body	1	0.0002883876	0.44489388269139074	3.540023417209719	0
agri_aa_oil__Oil_C200_C220	Zm00001d051139	promoter	1	0.0002900953	0.44489388269139074	3.53745930739382	0
agri_aa_oil__Oil_C200_C220	Zm00001d045436	cis_window	1	0.0002945844	0.44489388269139074	3.5307902553661057	8255
agri_aa_oil__Oil_C200_C220	Zm00001d004546	gene_body	1	0.000298424	0.44489388269139074	3.525166252752888	0
agri_aa_oil__Oil_C200_C220	Zm00001d037334	cis_window	1	0.0002984877	0.44489388269139074	3.52507356045484	76
agri_aa_oil__Oil_C200_C220	Zm00001d033718	gene_body	1	0.0003040222	0.44489388269139074	3.517094702623221	0
agri_aa_oil__Oil_C200_C220	Zm00001d028036	gene_body	1	0.0003094991	0.44489388269139074	3.509340609537569	0
agri_aa_oil__Oil_C200_C220	Zm00001d028510	gene_body	1	0.0003112572	0.44489388269139074	3.50688059368222	0
agri_aa_oil__Oil_C200_C220	Zm00001d011784	cis_window	1	0.0003166069	0.44489388269139074	3.4994796245359776	1294
agri_aa_oil__Oil_C200_C220	Zm00001d046624	gene_body	1	0.0003176846	0.44489388269139074	3.4980038374143536	0
agri_aa_oil__Oil_C200_C220	Zm00001d003724	nearest	1	0.000318038	0.44489388269139074	3.4975209862911925	13804
agri_aa_oil__Oil_C200_C220	Zm00001d009409	gene_body	1	0.0003185709	0.44489388269139074	3.496793897544982	0
agri_aa_oil__Oil_C200_C220	Zm00001d051130	gene_body	1	0.0003188454	0.44489388269139074	3.4964198442217396	0
agri_aa_oil__Oil_C200_C220	Zm00001d017754	gene_body	1	0.0003274653	0.44489388269139074	3.48483471343386	0
agri_aa_oil__Oil_C200_C220	Zm00001d011785	promoter	1	0.0003276702	0.44489388269139074	3.484563053777977	0
agri_aa_oil__Oil_C200_C220	Zm00001d037107	gene_body	1	0.0003311169	0.44489388269139074	3.48001865256283	0
agri_aa_oil__Oil_C20_0	Zm00001d009150	gene_body	1	3.922545e-12	7.8394415352e-07	11.406432065423733	0
agri_aa_oil__Oil_C20_0	Zm00001d036982	gene_body	1	4.693594e-11	2.8568670736400003e-06	10.32849447996655	0
agri_aa_oil__Oil_C20_0	Zm00001d036933	cis_window	1	1.387776e-08	0.00030817262250666666	7.857680627407556	424
agri_aa_oil__Oil_C20_0	Zm00001d036978	nearest	1	3.85633e-08	0.0007006460804363637	7.41382580904131	32734
agri_aa_oil__Oil_C20_0	Zm00001d018730	gene_body	1	2.204439e-07	0.003389002775261538	6.656701914224788	0
agri_aa_oil__Oil_C20_0	Zm00001d036947	gene_body	1	5.169582e-07	0.006887813201279999	6.28654457149648	0
agri_aa_oil__Oil_C20_0	Zm00001d036965	gene_body	1	1.053834e-06	0.011438326891789473	5.977227793831001	0
agri_aa_oil__Oil_C20_0	Zm00001d049511	gene_body	1	1.087424e-06	0.011438326891789473	5.963601086128731	0
agri_aa_oil__Oil_C20_0	Zm00001d044646	gene_body	1	1.471221e-06	0.014452843597714286	5.832322084667865	0
agri_aa_oil__Oil_C20_0	Zm00001d025421	cis_window	1	1.518642e-06	0.014452843597714286	5.81854459331889	1773
agri_aa_oil__Oil_C20_0	Zm00001d039976	cis_window	1	3.929834e-06	0.034567059002434786	5.405625794257299	5989
agri_aa_oil__Oil_C20_0	Zm00001d053395	gene_body	1	3.978076e-06	0.034567059002434786	5.400326924060921	0
agri_aa_oil__Oil_C20_0	Zm00001d033462	cis_window	1	4.236428e-06	0.034867213518080004	5.373000170224503	2456
agri_aa_oil__Oil_C20_0	Zm00001d036975	cis_window	1	4.361542e-06	0.034867213518080004	5.360359941076398	2078
agri_aa_oil__Oil_C20_0	Zm00001d044653	gene_body	1	5.464825e-06	0.04200684866153846	5.262423740896569	0
agri_aa_oil__Oil_C20_0	Zm00001d053149	gene_body	1	6.432562e-06	0.04761430041007408	5.191616019166879	0
agri_aa_oil__Oil_C20_0	Zm00001d032887	gene_body	1	8.84327e-06	0.06312073461142857	5.053387115036882	0
agri_aa_oil__Oil_C20_0	Zm00001d053639	gene_body	1	9.577439e-06	0.0660037465097931	5.018750605416173	0
agri_aa_oil__Oil_C20_0	Zm00001d012396	gene_body	1	1.028748e-05	0.06676589392	4.987690996095405	0
agri_aa_oil__Oil_C20_0	Zm00001d053932	gene_body	1	1.090772e-05	0.0677516079369697	4.962266018879993	0
agri_aa_oil__Oil_C20_0	Zm00001d053552	gene_body	1	1.118707e-05	0.0677516079369697	4.9512836444327855	0
agri_aa_oil__Oil_C20_0	Zm00001d028272	gene_body	1	1.523405e-05	0.08698903705142857	4.817184623333125	0
agri_aa_oil__Oil_C20_0	Zm00001d010175	gene_body	1	1.955286e-05	0.1004676112	4.708789709297576	0
agri_aa_oil__Oil_C20_0	Zm00001d049880	nearest	1	1.957646e-05	0.1004676112	4.708265838654503	14814
agri_aa_oil__Oil_C20_0	Zm00001d028280	gene_body	1	1.96053e-05	0.1004676112	4.707626507745426	0
agri_aa_oil__Oil_C20_0	Zm00001d037067	gene_body	1	2.15384e-05	0.10659636604878048	4.666786561807767	0
agri_aa_oil__Oil_C20_0	Zm00001d036956	gene_body	1	2.1868e-05	0.10659636604878048	4.660190934780481	0
agri_aa_oil__Oil_C20_0	Zm00001d053434	gene_body	1	2.459935e-05	0.1143332021767442	4.609076368308928	0
agri_aa_oil__Oil_C20_0	Zm00001d039177	cis_window	1	2.561725e-05	0.11635820718181819	4.59146749340192	327
agri_aa_oil__Oil_C20_0	Zm00001d019147	gene_body	1	2.84263e-05	0.12430581033	4.546279664901743	0
agri_aa_oil__Oil_C20_0	Zm00001d013603	gene_body	1	2.888181e-05	0.12430581033	4.539375593360694	0
agri_aa_oil__Oil_C20_0	Zm00001d001861	gene_body	1	2.985489e-05	0.12430581033	4.524984524632294	0
agri_aa_oil__Oil_C20_0	Zm00001d012064	gene_body	1	3.05815e-05	0.12473257681632652	4.514541216577517	0
agri_aa_oil__Oil_C20_0	Zm00001d008965	gene_body	1	3.317839e-05	0.13001765317333333	4.479144692183884	0
agri_aa_oil__Oil_C20_0	Zm00001d044649	gene_body	1	3.405468e-05	0.13004686483018868	4.467823196276605	0
agri_aa_oil__Oil_C20_0	Zm00001d036949	gene_body	1	3.448725e-05	0.13004686483018868	4.462341434726285	0
agri_aa_oil__Oil_C20_0	Zm00001d028004	gene_body	1	3.700367e-05	0.13369421318237287	4.431755200751737	0
agri_aa_oil__Oil_C20_0	Zm00001d011536	gene_body	1	3.868403e-05	0.13369421318237287	4.412468288580945	0
agri_aa_oil__Oil_C20_0	Zm00001d028320	cis_window	1	3.939227e-05	0.13369421318237287	4.404588992024868	3208
agri_aa_oil__Oil_C20_0	Zm00001d041768	gene_body	1	3.946821e-05	0.13369421318237287	4.403752569696472	0
agri_aa_oil__Oil_C20_0	Zm00001d031002	gene_body	1	4.017116e-05	0.13380745588266668	4.396085627209697	0
agri_aa_oil__Oil_C20_0	Zm00001d039990	nearest	1	4.751146e-05	0.15566312048786887	4.323201623754628	57942
agri_aa_oil__Oil_C20_0	Zm00001d001978	gene_body	1	4.834075e-05	0.15582562793548388	4.3156866158577305	0
agri_aa_oil__Oil_C20_0	Zm00001d036922	gene_body	1	5.078067e-05	0.158651251295	4.294301573344469	0
agri_aa_oil__Oil_C20_0	Zm00001d037004	gene_body	1	5.247041e-05	0.16133117324553847	4.280085542242639	0
agri_aa_oil__Oil_C20_0	Zm00001d003939	gene_body	1	5.479087e-05	0.16197788013176473	4.261291803540478	0
agri_aa_oil__Oil_C20_0	Zm00001d026536	gene_body	1	5.511216e-05	0.16197788013176473	4.2587525674231275	0
agri_aa_oil__Oil_C20_0	Zm00001d052008	gene_body	1	6.475859e-05	0.18691307210140845	4.188702615784721	0
agri_aa_oil__Oil_C20_0	Zm00001d013653	gene_body	1	6.640195e-05	0.18691307210140845	4.177819166689141	0
agri_aa_oil__Oil_C20_0	Zm00001d018243	gene_body	1	6.939541e-05	0.1912737179419178	4.158669254006172	0
agri_aa_oil__Oil_C20_0	Zm00001d051554	cis_window	1	6.986521e-05	0.1912737179419178	4.155739031210792	297
agri_aa_oil__Oil_C20_0	Zm00001d041691	gene_body	1	7.111777e-05	0.192071797852973	4.14802186975267	0
agri_aa_oil__Oil_C20_0	Zm00001d039090	gene_body	1	7.517534e-05	0.19768740461894735	4.123924599013412	0
agri_aa_oil__Oil_C20_0	Zm00001d032518	gene_body	1	7.893092e-05	0.20486776555220781	4.102752835132113	0
agri_aa_oil__Oil_C20_0	Zm00001d028995	gene_body	1	8.492962e-05	0.21001517395160493	4.070940819071626	0
agri_aa_oil__Oil_C20_0	Zm00001d012325	gene_body	1	8.495132e-05	0.21001517395160493	4.070829868539935	0
agri_aa_oil__Oil_C20_0	Zm00001d011319	cis_window	1	8.511743e-05	0.21001517395160493	4.069981497756598	5032
agri_aa_oil__Oil_C20_0	Zm00001d012322	gene_body	1	8.627733e-05	0.2102810007863415	4.064103303349382	0
agri_aa_oil__Oil_C20_0	Zm00001d047559	gene_body	1	9.14102e-05	0.22010695097831323	4.039005340846512	0
agri_aa_oil__Oil_C20_0	Zm00001d050386	nearest	1	9.310563e-05	0.2201414304781395	4.031024056891848	23219
agri_aa_oil__Oil_C20_0	Zm00001d036927	gene_body	1	9.472902e-05	0.2201414304781395	4.023516955577675	0
agri_aa_oil__Oil_C20_0	Zm00001d011365	gene_body	1	9.848397e-05	0.22623692308413793	4.00663445282307	0
agri_aa_oil__Oil_C20_0	Zm00001d028529	gene_body	1	0.0001031423	0.23161356751460677	3.986563188362975	0
agri_aa_oil__Oil_C20_0	Zm00001d005450	gene_body	1	0.0001062411	0.23534605374999998	3.973707441350898	0
agri_aa_oil__Oil_C20_0	Zm00001d025900	gene_body	1	0.0001088506	0.23534605374999998	3.9631691727232914	0
agri_aa_oil__Oil_C20_0	Zm00001d026239	gene_body	1	0.0001107111	0.23534605374999998	3.955808834161217	0
agri_aa_oil__Oil_C20_0	Zm00001d012702	gene_body	1	0.0001122528	0.23534605374999998	3.94980281727891	0
agri_aa_oil__Oil_C20_0	Zm00001d037066	gene_body	1	0.0001130475	0.23534605374999998	3.9467390374602402	0
agri_aa_oil__Oil_C20_0	Zm00001d012304	gene_body	1	0.000117059	0.23957021344646465	3.9315951902537614	0
agri_aa_oil__Oil_C20_0	Zm00001d021280	cis_window	1	0.0001180127	0.23957021344646465	3.9280712533453097	424
agri_aa_oil__Oil_C20_0	Zm00001d029526	nearest	1	0.0001186727	0.23957021344646465	3.925649176605498	32129
agri_aa_oil__Oil_C20_0	Zm00001d028714	promoter	1	0.0001254068	0.250633014208	3.9016789138848162	0
agri_aa_oil__Oil_C20_0	Zm00001d008970	gene_body	1	0.0001307421	0.2587088429465347	3.883584543608379	0
agri_aa_oil__Oil_C20_0	Zm00001d053568	promoter	1	0.0001389965	0.2697017913009709	3.85699613535615	0
agri_aa_oil__Oil_C20_0	Zm00001d053580	gene_body	1	0.0001413533	0.2716375492769231	3.849694048122032	0
agri_aa_oil__Oil_C20_0	Zm00001d038513	gene_body	1	0.0001458764	0.2762845167245283	3.8360149629304154	0
agri_aa_oil__Oil_C20_0	Zm00001d017493	cis_window	1	0.000160498	0.29978026437383176	3.7945303750620725	3223
agri_aa_oil__Oil_C20_0	Zm00001d038479	promoter	1	0.0001636895	0.30002182864	3.785979177877688	0
agri_aa_oil__Oil_C20_0	Zm00001d038857	gene_body	1	0.0001753664	0.3101370667368421	3.7560536133213813	0
agri_aa_oil__Oil_C20_0	Zm00001d018343	promoter	1	0.0001763799	0.3101370667368421	3.753550907959628	0
agri_aa_oil__Oil_C20_0	Zm00001d006193	gene_body	1	0.0001822222	0.3141989585793103	3.739398714354372	0
agri_aa_oil__Oil_C20_0	Zm00001d037034	gene_body	1	0.0001823667	0.3141989585793103	3.739054460561012	0
agri_aa_oil__Oil_C20_0	Zm00001d052036	promoter	1	0.0001921077	0.32490573802580647	3.716455227535538	0
agri_aa_oil__Oil_C20_0	Zm00001d046467	gene_body	1	0.0001961071	0.32490573802580647	3.7075066825433205	0
agri_aa_oil__Oil_C20_0	Zm00001d041707	gene_body	1	0.0001980675	0.32490573802580647	3.7031867800323592	0
agri_aa_oil__Oil_C20_0	Zm00001d006789	gene_body	1	0.0001993586	0.32490573802580647	3.700365024852433	0
agri_aa_oil__Oil_C20_0	Zm00001d053586	cis_window	1	0.0002015645	0.32490573802580647	3.6955859544274374	274
agri_aa_oil__Oil_C20_0	Zm00001d025752	gene_body	1	0.0002015867	0.32490573802580647	3.695538124543721	0
agri_aa_oil__Oil_C20_0	Zm00001d034175	gene_body	1	0.0002036374	0.32558524971520003	3.691142456580984	0
agri_aa_oil__Oil_C20_0	Zm00001d019461	gene_body	1	0.000210255	0.3306564123358779	3.677253667603345	0
agri_aa_oil__Oil_C20_0	Zm00001d033786	gene_body	1	0.0002119676	0.3306564123358779	3.6737305174512995	0
agri_aa_oil__Oil_C20_0	Zm00001d013868	gene_body	1	0.0002167056	0.3306564123358779	3.6641298657098336	0
agri_aa_oil__Oil_C20_0	Zm00001d010075	cis_window	1	0.000216736	0.3306564123358779	3.6640689460737326	636
agri_aa_oil__Oil_C20_0	Zm00001d019228	nearest	1	0.0002241106	0.3337418184685714	3.6495376016861005	13077
agri_aa_oil__Oil_C20_0	Zm00001d033048	gene_body	1	0.0002261091	0.3337418184685714	3.6456819586619096	0
agri_aa_oil__Oil_C20_0	Zm00001d033150	cis_window	1	0.0002296689	0.3337418184685714	3.6388978096496545	294
agri_aa_oil__Oil_C20_0	Zm00001d020794	gene_body	1	0.0002299045	0.3337418184685714	3.638452528051982	0
agri_aa_oil__Oil_C20_0	Zm00001d036672	gene_body	1	0.0002299245	0.3337418184685714	3.63841474927055	0
agri_aa_oil__Oil_C20_0	Zm00001d053406	nearest	1	0.0002305044	0.3337418184685714	3.637320780133413	12393
agri_aa_oil__Oil_C20_0	Zm00001d051130	cis_window	1	0.0002326106	0.3337418184685714	3.633370498478525	4351
agri_aa_oil__Oil_C20_1	Zm00001d036982	gene_body	1	2.007069e-11	4.0112478206399995e-06	10.697437696867699	0
agri_aa_oil__Oil_C20_1	Zm00001d009150	gene_body	1	5.852678e-09	0.00027243513870133337	8.232645369046592	0
agri_aa_oil__Oil_C20_1	Zm00001d036933	cis_window	1	1.156622e-07	0.0021014349675636365	6.9368085512787205	424
agri_aa_oil__Oil_C20_1	Zm00001d049442	cis_window	1	2.746123e-07	0.004079941753942857	6.561280014431768	6677
agri_aa_oil__Oil_C20_1	Zm00001d013603	gene_body	1	2.858017e-07	0.004079941753942857	6.543935192275547	0
agri_aa_oil__Oil_C20_1	Zm00001d049511	gene_body	1	3.698552e-07	0.004927852056746667	6.4319682709314385	0
agri_aa_oil__Oil_C20_1	Zm00001d036947	gene_body	1	9.013815e-07	0.0112591563165	6.045091359655728	0
agri_aa_oil__Oil_C20_1	Zm00001d013653	gene_body	1	1.056595e-06	0.012421579430588236	5.976091448804812	0
agri_aa_oil__Oil_C20_1	Zm00001d021488	gene_body	1	1.132685e-06	0.012576327408888888	5.945890850756619	0
agri_aa_oil__Oil_C20_1	Zm00001d032887	gene_body	1	1.393372e-06	0.0139236877216	5.855932920920492	0
agri_aa_oil__Oil_C20_1	Zm00001d031002	gene_body	1	3.012994e-06	0.028621241494545455	5.521001733168822	0
agri_aa_oil__Oil_C20_1	Zm00001d049956	gene_body	1	3.150605e-06	0.028621241494545455	5.5016060421048065	0
agri_aa_oil__Oil_C20_1	Zm00001d036978	nearest	1	4.245695e-06	0.036892505213913046	5.3720512076675835	32734
agri_aa_oil__Oil_C20_1	Zm00001d032455	gene_body	1	5.644645e-06	0.04479851468628571	5.2483633662968705	0
agri_aa_oil__Oil_C20_1	Zm00001d043200	gene_body	1	6.15008e-06	0.04479851468628571	5.211119234902212	0
agri_aa_oil__Oil_C20_1	Zm00001d033002	gene_body	1	6.259977e-06	0.04479851468628571	5.203427262443154	0
agri_aa_oil__Oil_C20_1	Zm00001d053931	gene_body	1	6.276311e-06	0.04479851468628571	5.202295544652107	0
agri_aa_oil__Oil_C20_1	Zm00001d026536	gene_body	1	7.499391e-06	0.04916693679899999	5.124974002752055	0
agri_aa_oil__Oil_C20_1	Zm00001d041768	gene_body	1	7.872378e-06	0.04916693679899999	5.103894060997845	0
agri_aa_oil__Oil_C20_1	Zm00001d037004	gene_body	1	8.617832e-06	0.050165643283657135	5.064601976502481	0
agri_aa_oil__Oil_C20_1	Zm00001d052276	gene_body	1	9.319361e-06	0.05173695033377777	5.030613864865747	0
agri_aa_oil__Oil_C20_1	Zm00001d013849	cis_window	1	1.063796e-05	0.05606428883789474	4.973141647011484	5032
agri_aa_oil__Oil_C20_1	Zm00001d049950	nearest	1	1.345777e-05	0.067240402028	4.87102689827922	17033
agri_aa_oil__Oil_C20_1	Zm00001d032944	gene_body	1	1.653213e-05	0.08058647251902439	4.781671188312863	0
agri_aa_oil__Oil_C20_1	Zm00001d044649	gene_body	1	2.038528e-05	0.09700286951619048	4.690683318961896	0
agri_aa_oil__Oil_C20_1	Zm00001d037074	nearest	1	2.170348e-05	0.09858115224727272	4.66347062450982	19298
agri_aa_oil__Oil_C20_1	Zm00001d033365	gene_body	1	2.771581e-05	0.12309268718577779	4.557272424544372	0
agri_aa_oil__Oil_C20_1	Zm00001d021588	gene_body	1	2.928571e-05	0.12723749690782607	4.533344242513797	0
agri_aa_oil__Oil_C20_1	Zm00001d033150	cis_window	1	3.07716e-05	0.13003193455	4.511849921591168	294
agri_aa_oil__Oil_C20_1	Zm00001d021197	gene_body	1	3.395415e-05	0.13430299687529412	4.469107137084445	0
agri_aa_oil__Oil_C20_1	Zm00001d012391	gene_body	1	3.427194e-05	0.13430299687529412	4.465061311168375	0
agri_aa_oil__Oil_C20_1	Zm00001d037332	gene_body	1	3.815351e-05	0.1447388240711111	4.418465502178023	0
agri_aa_oil__Oil_C20_1	Zm00001d013250	gene_body	1	3.909992e-05	0.1447388240711111	4.407824131187103	0
agri_aa_oil__Oil_C20_1	Zm00001d011519	gene_body	1	3.910764e-05	0.1447388240711111	4.407738391306938	0
agri_aa_oil__Oil_C20_1	Zm00001d040560	nearest	1	4.044103e-05	0.14695240893963638	4.393177791814473	137947
agri_aa_oil__Oil_C20_1	Zm00001d036922	gene_body	1	4.496353e-05	0.15401742099934426	4.3471396004785685	0
agri_aa_oil__Oil_C20_1	Zm00001d036975	cis_window	1	4.501515e-05	0.15401742099934426	4.346641298355993	2078
agri_aa_oil__Oil_C20_1	Zm00001d011117	gene_body	1	4.640755e-05	0.15401742099934426	4.333411358742501	0
agri_aa_oil__Oil_C20_1	Zm00001d028995	gene_body	1	4.700916e-05	0.15401742099934426	4.327817509088797	0
agri_aa_oil__Oil_C20_1	Zm00001d047102	cis_window	1	5.003833e-05	0.15873746794412696	4.3006971930611	439
agri_aa_oil__Oil_C20_1	Zm00001d037326	gene_body	1	5.285825e-05	0.1647547372726154	4.276887219333788	0
agri_aa_oil__Oil_C20_1	Zm00001d013624	gene_body	1	5.551221e-05	0.1660490451128358	4.25561148259969	0
agri_aa_oil__Oil_C20_1	Zm00001d025983	gene_body	1	6.023579e-05	0.1733885274537143	4.220145389457786	0
agri_aa_oil__Oil_C20_1	Zm00001d046941	gene_body	1	6.072971e-05	0.1733885274537143	4.216598792740444	0
agri_aa_oil__Oil_C20_1	Zm00001d026627	gene_body	1	6.280766e-05	0.1767956013656338	4.201987386631246	0
agri_aa_oil__Oil_C20_1	Zm00001d042259	gene_body	1	6.634943e-05	0.17988036579243247	4.178162803755356	0
agri_aa_oil__Oil_C20_1	Zm00001d048320	gene_body	1	7.750793e-05	0.19859519048820512	4.110653861634899	0
agri_aa_oil__Oil_C20_1	Zm00001d011352	gene_body	1	8.327638e-05	0.20395749717523812	4.079478161741929	0
agri_aa_oil__Oil_C20_1	Zm00001d023853	nearest	1	8.47986e-05	0.20395749717523812	4.071611317758542	165776
agri_aa_oil__Oil_C20_1	Zm00001d025817	gene_body	1	8.572387e-05	0.20395749717523812	4.066898230984077	0
agri_aa_oil__Oil_C20_1	Zm00001d012147	gene_body	1	9.424148e-05	0.21900843287069768	4.025757902196339	0
agri_aa_oil__Oil_C20_1	Zm00001d010607	gene_body	1	9.723422e-05	0.22082775309454544	4.012180865302919	0
agri_aa_oil__Oil_C20_1	Zm00001d031514	gene_body	1	0.0001206875	0.2650562747252747	3.91833770887653	0
agri_aa_oil__Oil_C20_1	Zm00001d001978	gene_body	1	0.0001271893	0.2736130694127659	3.8955494228575493	0
