trait	nearest_gene_id	gene_relation	lead_snps	min_p_value	min_q_value_bh	max_minus_log10_p	min_distance_to_gene_bp
agri_aa_oil__Oil_C20_1	Zm00001d053163	nearest	1	0.0001283199	0.2736130694127659	3.891705987506491	10872
agri_aa_oil__Oil_C20_1	Zm00001d051183	cis_window	1	0.0001286908	0.2736130694127659	3.890452499343072	237
agri_aa_oil__Oil_C20_1	Zm00001d045219	gene_body	1	0.0001313555	0.2763387874526316	3.881551738107125	0
agri_aa_oil__Oil_C20_1	Zm00001d043201	gene_body	1	0.0001345478	0.27910980523636364	3.871123399020044	0
agri_aa_oil__Oil_C20_1	Zm00001d045635	gene_body	1	0.0001356147	0.27910980523636364	3.8676932324242164	0
agri_aa_oil__Oil_C20_1	Zm00001d039272	gene_body	1	0.0001382589	0.27910980523636364	3.859306902725034	0
agri_aa_oil__Oil_C20_1	Zm00001d039010	promoter	1	0.0001586763	0.3139842634930693	3.799487934920332	0
agri_aa_oil__Oil_C20_1	Zm00001d038198	gene_body	1	0.000167255	0.321412646923077	3.776620890361624	0
agri_aa_oil__Oil_C20_1	Zm00001d042266	gene_body	1	0.0001690348	0.32173922846476194	3.772023875906299	0
agri_aa_oil__Oil_C20_1	Zm00001d018567	cis_window	1	0.0001748941	0.3297512759396226	3.7572248410682794	2260
agri_aa_oil__Oil_C20_1	Zm00001d042812	gene_body	1	0.0001849085	0.3412128653211009	3.7330431244371054	0
agri_aa_oil__Oil_C20_1	Zm00001d010646	cis_window	1	0.000185162	0.3412128653211009	3.7324481368961786	1069
agri_aa_oil__Oil_C20_1	Zm00001d053433	promoter	1	0.000186095	0.3412128653211009	3.730265295335546	0
agri_aa_oil__Oil_C20_1	Zm00001d036965	gene_body	1	0.0001939438	0.3523021956900901	3.7123240993783164	0
agri_aa_oil__Oil_C20_1	Zm00001d025421	cis_window	1	0.0001956686	0.3523021956900901	3.7084788623382305	1773
agri_aa_oil__Oil_C20_1	Zm00001d013767	gene_body	1	0.0001987512	0.3546573198857143	3.7016902405240457	0
agri_aa_oil__Oil_C20_1	Zm00001d017951	gene_body	1	0.0002061387	0.3573657871034483	3.685840467130642	0
agri_aa_oil__Oil_C20_1	Zm00001d005010	gene_body	1	0.0002066121	0.3573657871034483	3.6848442481147883	0
agri_aa_oil__Oil_C20_1	Zm00001d036615	promoter	1	0.0002074215	0.3573657871034483	3.683146229396255	0
agri_aa_oil__Oil_C20_1	Zm00001d028818	gene_body	1	0.0002172139	0.36719690314754094	3.663112386725255	0
agri_aa_oil__Oil_C20_1	Zm00001d036949	gene_body	1	0.0002220234	0.36719690314754094	3.653601250975832	0
agri_aa_oil__Oil_C20_1	Zm00001d012718	gene_body	1	0.0002228229	0.36719690314754094	3.652040177804567	0
agri_aa_oil__Oil_C20_1	Zm00001d023841	gene_body	1	0.0002241515	0.36719690314754094	3.6494583505321034	0
agri_aa_oil__Oil_C20_1	Zm00001d049140	gene_body	1	0.0002351349	0.37610544307596894	3.6286829057430756	0
agri_aa_oil__Oil_C20_1	Zm00001d036558	nearest	1	0.0002372105	0.37610544307596894	3.62486609106185	52298
agri_aa_oil__Oil_C20_1	Zm00001d039976	cis_window	1	0.0002411545	0.37610544307596894	3.6177046296287485	5989
agri_aa_oil__Oil_C20_1	Zm00001d043096	gene_body	1	0.0002414934	0.37610544307596894	3.617094733992174	0
agri_aa_oil__Oil_C20_1	Zm00001d039428	gene_body	1	0.0002422071	0.37610544307596894	3.615813130203591	0
agri_aa_oil__Oil_C20_1	Zm00001d034664	gene_body	1	0.0002427628	0.37610544307596894	3.6148178620468836	0
agri_aa_oil__Oil_C20_1	Zm00001d021221	promoter	1	0.0002455981	0.37757118364307696	3.6097749973138806	0
agri_aa_oil__Oil_C20_1	Zm00001d052074	gene_body	1	0.000251147	0.3776781014015037	3.6000720052059143	0
agri_aa_oil__Oil_C20_1	Zm00001d036919	gene_body	1	0.0002629465	0.3828273541101449	3.580132605572345	0
agri_aa_oil__Oil_C20_1	Zm00001d023273	gene_body	1	0.0002629618	0.3828273541101449	3.5801073361267974	0
agri_aa_oil__Oil_C20_1	Zm00001d039747	gene_body	1	0.0002639533	0.3828273541101449	3.5784729039875867	0
agri_aa_oil__Oil_C20_1	Zm00001d037864	gene_body	1	0.0002641967	0.3828273541101449	3.5780726113268697	0
agri_aa_oil__Oil_C20_1	Zm00001d006065	gene_body	1	0.0002702528	0.3860752058478873	3.568229797769657	0
agri_aa_oil__Oil_C20_1	Zm00001d033786	gene_body	1	0.0002713306	0.3860752058478873	3.5665012248091945	0
agri_aa_oil__Oil_C20_1	Zm00001d048314	gene_body	1	0.00027413	0.3860752058478873	3.562043433918685	0
agri_aa_oil__Oil_C20_1	Zm00001d049785	gene_body	1	0.0002743109	0.3860752058478873	3.56175693495544	0
agri_aa_oil__Oil_C20_1	Zm00001d042180	promoter	1	0.0002827765	0.38720621613150685	3.5485566852018424	0
agri_aa_oil__Oil_C20_1	Zm00001d039833	gene_body	1	0.0002939373	0.3945210996183006	3.531745299411188	0
agri_aa_oil__Oil_C20_1	Zm00001d036888	gene_body	1	0.0002953625	0.3945210996183006	3.5296446446939647	0
agri_aa_oil__Oil_C20_1	Zm00001d049507	gene_body	1	0.0002995	0.3945210996183006	3.5236031732746698	0
agri_aa_oil__Oil_C20_1	Zm00001d008881	cis_window	1	0.0003014408	0.3945210996183006	3.5207979663025415	736
agri_aa_oil__Oil_C20_1	Zm00001d045603	gene_body	1	0.0003110223	0.4036342388883117	3.507208471359838	0
agri_aa_oil__Oil_C20_1	Zm00001d013549	gene_body	1	0.0003201639	0.41281726708645167	3.4946276384212465	0
agri_aa_oil__Oil_OIL	Zm00001d009150	gene_body	1	1.516051e-14	3.0299188865600003e-09	13.819286188779145	0
agri_aa_oil__Oil_OIL	Zm00001d036982	gene_body	1	3.395365e-10	1.1309734457333333e-05	9.469113532439351	0
agri_aa_oil__Oil_OIL	Zm00001d031002	gene_body	1	8.159322e-10	2.1736588380000002e-05	9.088345927507431	0
agri_aa_oil__Oil_OIL	Zm00001d049511	gene_body	1	8.7009e-10	2.1736588380000002e-05	9.060435822689662	0
agri_aa_oil__Oil_OIL	Zm00001d008881	cis_window	1	4.487778e-09	8.153721454254545e-05	8.347968634764287	736
agri_aa_oil__Oil_OIL	Zm00001d013603	gene_body	1	4.949563e-08	0.0007065713306628571	7.305433143504116	0
agri_aa_oil__Oil_OIL	Zm00001d013849	cis_window	1	1.618942e-07	0.002157035149013333	6.790768709944066	5032
agri_aa_oil__Oil_OIL	Zm00001d013868	gene_body	1	4.588608e-07	0.0045317462203428565	6.338319042045711	0
agri_aa_oil__Oil_OIL	Zm00001d005018	gene_body	1	4.761762e-07	0.0045317462203428565	6.322232315077662	0
agri_aa_oil__Oil_OIL	Zm00001d008491	cis_window	1	5.427769e-07	0.004930782733018182	6.265378643724182	33
agri_aa_oil__Oil_OIL	Zm00001d021221	gene_body	1	5.962355e-07	0.005180923569043479	6.22458216953935	0
agri_aa_oil__Oil_OIL	Zm00001d033278	gene_body	1	6.651294e-07	0.0055387542236	6.17709385508936	0
agri_aa_oil__Oil_OIL	Zm00001d008893	gene_body	1	8.572938e-07	0.0061806039017142855	6.0668703171055585	0
agri_aa_oil__Oil_OIL	Zm00001d020487	promoter	1	8.65908e-07	0.0061806039017142855	6.062528247953567	0
agri_aa_oil__Oil_OIL	Zm00001d049442	cis_window	1	9.55823e-07	0.006587136603034483	6.019622523247216	6677
agri_aa_oil__Oil_OIL	Zm00001d023841	gene_body	1	1.980262e-06	0.012367726321000002	5.703277346290634	0
agri_aa_oil__Oil_OIL	Zm00001d013644	gene_body	1	2.163549e-06	0.012847008195294118	5.664833264464041	0
agri_aa_oil__Oil_OIL	Zm00001d026536	gene_body	1	2.185565e-06	0.012847008195294118	5.660436272806658	0
agri_aa_oil__Oil_OIL	Zm00001d023853	nearest	1	2.420806e-06	0.0133126379944	5.6160400129148815	133675
agri_aa_oil__Oil_OIL	Zm00001d052227	cis_window	1	2.470301e-06	0.0133126379944	5.607250125819437	6066
agri_aa_oil__Oil_OIL	Zm00001d008965	gene_body	1	2.482935e-06	0.0133126379944	5.605034649559742	0
agri_aa_oil__Oil_OIL	Zm00001d028797	gene_body	1	2.629008e-06	0.0133126379944	5.580208092345304	0
agri_aa_oil__Oil_OIL	Zm00001d027934	gene_body	1	2.63476e-06	0.0133126379944	5.579258938486612	0
agri_aa_oil__Oil_OIL	Zm00001d009653	nearest	1	2.664446e-06	0.0133126379944	5.57439307712683	88055
agri_aa_oil__Oil_OIL	Zm00001d013958	cis_window	1	3.029992e-06	0.014769806857365855	5.518558518151306	360
agri_aa_oil__Oil_OIL	Zm00001d021488	gene_body	1	3.24396e-06	0.015309434381395348	5.488924509542995	0
agri_aa_oil__Oil_OIL	Zm00001d025421	cis_window	1	3.733627e-06	0.016958812675272727	5.427869071478854	1773
agri_aa_oil__Oil_OIL	Zm00001d013983	gene_body	1	3.99137e-06	0.01772664983822222	5.398878011251271	0
agri_aa_oil__Oil_OIL	Zm00001d003657	gene_body	1	4.449997e-06	0.019333882618086957	5.351640281801964	0
agri_aa_oil__Oil_OIL	Zm00001d016788	promoter	1	5.20184e-06	0.021658727813333334	5.283843010115107	0
agri_aa_oil__Oil_OIL	Zm00001d010175	gene_body	1	5.628029e-06	0.022708777899200002	5.249643673407241	0
agri_aa_oil__Oil_OIL	Zm00001d047102	cis_window	1	5.681285e-06	0.022708777899200002	5.245553423920638	439
agri_aa_oil__Oil_OIL	Zm00001d013653	gene_body	1	6.27006e-06	0.024570766889411764	5.202728303261112	0
agri_aa_oil__Oil_OIL	Zm00001d049579	cis_window	1	6.46809e-06	0.024859357596923076	5.189223945749026	2601
agri_aa_oil__Oil_OIL	Zm00001d033150	cis_window	1	7.305539e-06	0.027548222686490566	5.136347736459296	294
agri_aa_oil__Oil_OIL	Zm00001d017493	cis_window	1	9.146537e-06	0.03207000523985965	5.038743304454298	3223
agri_aa_oil__Oil_OIL	Zm00001d020117	gene_body	1	9.660855e-06	0.03299843417816949	5.014984436177645	0
agri_aa_oil__Oil_OIL	Zm00001d033259	gene_body	1	9.741552e-06	0.03299843417816949	5.011371846885136	0
agri_aa_oil__Oil_OIL	Zm00001d050350	nearest	1	1.009753e-05	0.033634199261333333	4.995784847856899	51226
agri_aa_oil__Oil_OIL	Zm00001d036933	cis_window	1	1.221926e-05	0.038763371850158726	4.912955094228305	424
agri_aa_oil__Oil_OIL	Zm00001d030663	nearest	1	1.371315e-05	0.0428227391625	4.8628627734757295	26910
agri_aa_oil__Oil_OIL	Zm00001d010607	gene_body	1	1.469797e-05	0.045191961420307694	4.832742643393149	0
agri_aa_oil__Oil_OIL	Zm00001d020122	nearest	1	1.511977e-05	0.045784496259393945	4.820454815216464	60261
agri_aa_oil__Oil_OIL	Zm00001d023703	promoter	1	1.568848e-05	0.046514929564444446	4.80441913159408	0
agri_aa_oil__Oil_OIL	Zm00001d051139	gene_body	1	1.583948e-05	0.046514929564444446	4.800259080122632	0
agri_aa_oil__Oil_OIL	Zm00001d020417	promoter	1	1.667697e-05	0.046514929564444446	4.777882852488175	0
agri_aa_oil__Oil_OIL	Zm00001d041768	gene_body	1	1.675744e-05	0.046514929564444446	4.775792326922484	0
agri_aa_oil__Oil_OIL	Zm00001d053548	gene_body	1	1.760571e-05	0.047571993755675675	4.754346456088569	0
agri_aa_oil__Oil_OIL	Zm00001d021162	gene_body	1	1.761432e-05	0.047571993755675675	4.754134118077291	0
agri_aa_oil__Oil_OIL	Zm00001d032944	gene_body	1	1.825411e-05	0.04800254484421053	4.738639336722	0
agri_aa_oil__Oil_OIL	Zm00001d053433	promoter	1	1.942338e-05	0.049908065942564105	4.711675193191132	0
agri_aa_oil__Oil_OIL	Zm00001d034522	gene_body	1	1.947817e-05	0.049908065942564105	4.710451848085485	0
agri_aa_oil__Oil_OIL	Zm00001d049881	gene_body	1	2.092416e-05	0.05186485262222222	4.67935196772836	0
agri_aa_oil__Oil_OIL	Zm00001d013111	cis_window	1	2.161419e-05	0.05267957995902439	4.665261035176444	73
agri_aa_oil__Oil_OIL	Zm00001d008827	cis_window	1	2.283712e-05	0.054989583791807226	4.641358666055439	654
agri_aa_oil__Oil_OIL	Zm00001d048903	cis_window	1	2.465861e-05	0.05806049190697675	4.608031408127306	143
agri_aa_oil__Oil_OIL	Zm00001d049533	gene_body	1	2.491427e-05	0.05806049190697675	4.603551833342067	0
agri_aa_oil__Oil_OIL	Zm00001d017365	gene_body	1	2.563981e-05	0.05889965364781609	4.591085197415985	0
agri_aa_oil__Oil_OIL	Zm00001d002884	cis_window	1	2.69687e-05	0.0612483694	4.569139987786405	380
agri_aa_oil__Oil_OIL	Zm00001d020134	gene_body	1	2.818509e-05	0.06267746193422222	4.549980574062137	0
agri_aa_oil__Oil_OIL	Zm00001d014569	nearest	1	2.990535e-05	0.06464308301957447	4.524251110416924	16125
agri_aa_oil__Oil_OIL	Zm00001d028995	gene_body	1	3.22202e-05	0.06778316096	4.491871768118328	0
agri_aa_oil__Oil_OIL	Zm00001d050140	gene_body	1	3.589117e-05	0.07319454766857143	4.445012384066825	0
agri_aa_oil__Oil_OIL	Zm00001d010821	gene_body	1	3.723704e-05	0.07457393144871287	4.4290248487099815	0
agri_aa_oil__Oil_OIL	Zm00001d019240	gene_body	1	3.746997e-05	0.07457393144871287	4.426316654620098	0
agri_aa_oil__Oil_OIL	Zm00001d043200	gene_body	1	3.768697e-05	0.07457393144871287	4.42380877804994	0
agri_aa_oil__Oil_OIL	Zm00001d044649	gene_body	1	3.857032e-05	0.07557362621490196	4.4137467579797525	0
agri_aa_oil__Oil_OIL	Zm00001d030130	promoter	1	4.034909e-05	0.0782913371945631	4.394166255549967	0
agri_aa_oil__Oil_OIL	Zm00001d053931	gene_body	1	4.375814e-05	0.08328882693180951	4.358941146567317	0
agri_aa_oil__Oil_OIL	Zm00001d048076	gene_body	1	4.482129e-05	0.08450758239849057	4.348515648206592	0
agri_aa_oil__Oil_OIL	Zm00001d020526	gene_body	1	4.710947e-05	0.08678443382254544	4.326891781717406	0
agri_aa_oil__Oil_OIL	Zm00001d023856	promoter	1	4.769371e-05	0.08678443382254544	4.321538893337596	0
agri_aa_oil__Oil_OIL	Zm00001d033730	cis_window	1	4.776583e-05	0.08678443382254544	4.320882671361372	316
agri_aa_oil__Oil_OIL	Zm00001d021167	gene_body	1	5.106374e-05	0.09111959662	4.291887379859247	0
agri_aa_oil__Oil_OIL	Zm00001d039272	gene_body	1	5.236039e-05	0.09255194067617392	4.280997127319579	0
agri_aa_oil__Oil_OIL	Zm00001d012064	gene_body	1	5.31705e-05	0.09255194067617392	4.2743292556869505	0
agri_aa_oil__Oil_OIL	Zm00001d011365	gene_body	1	5.325571e-05	0.09255194067617392	4.273633820968183	0
agri_aa_oil__Oil_OIL	Zm00001d028726	gene_body	1	5.829285e-05	0.0995741523897436	4.234384711038151	0
agri_aa_oil__Oil_OIL	Zm00001d019083	gene_body	1	6.311751e-05	0.10512010898799999	4.199850142475921	0
agri_aa_oil__Oil_OIL	Zm00001d001899	gene_body	1	6.720146e-05	0.10768244477696	4.172621291484036	0
agri_aa_oil__Oil_OIL	Zm00001d019029	cis_window	1	6.735002e-05	0.10768244477696	4.1716622709745765	319
agri_aa_oil__Oil_OIL	Zm00001d051130	cis_window	1	7.157447e-05	0.11289124888310079	4.145241859190787	4351
agri_aa_oil__Oil_OIL	Zm00001d013992	gene_body	1	7.471616e-05	0.11484966087694655	4.1265854565539914	0
agri_aa_oil__Oil_OIL	Zm00001d049140	gene_body	1	7.610822e-05	0.11523245769939394	4.118568435110474	0
agri_aa_oil__Oil_OIL	Zm00001d009021	gene_body	1	7.875208e-05	0.11826708264296297	4.103737966800675	0
agri_aa_oil__Oil_OIL	Zm00001d042259	gene_body	1	7.98878e-05	0.11826708264296297	4.097519538548693	0
agri_aa_oil__Oil_OIL	Zm00001d021214	promoter	1	8.20205e-05	0.1196517448759124	4.086077587565248	0
agri_aa_oil__Oil_OIL	Zm00001d013937	gene_body	1	8.753694e-05	0.12677378754086957	4.057808638946826	0
agri_aa_oil__Oil_OIL	Zm00001d014616	nearest	1	8.86942e-05	0.12752566931798562	4.052104779157597	14407
agri_aa_oil__Oil_OIL	Zm00001d001894	gene_body	1	8.934656e-05	0.12754604353828572	4.0489221639392845	0
agri_aa_oil__Oil_OIL	Zm00001d047162	cis_window	1	9.211589e-05	0.12964727684394367	4.03566544750047	253
agri_aa_oil__Oil_OIL	Zm00001d008859	gene_body	1	9.309768e-05	0.13008144054666668	4.031061141529422	0
agri_aa_oil__Oil_OIL	Zm00001d028612	gene_body	1	9.548288e-05	0.13160569976055173	4.020074490071184	0
agri_aa_oil__Oil_OIL	Zm00001d049551	cis_window	1	0.0001003241	0.13547549547027027	3.998594727599974	302
agri_aa_oil__Oil_OIL	Zm00001d032887	gene_body	1	0.000101348	0.13573073678933334	3.9941848172475796	0
agri_aa_oil__Oil_OIL	Zm00001d028606	cis_window	1	0.0001018714	0.13573073678933334	3.991947725371082	6419
agri_aa_oil__Oil_OIL	Zm00001d011285	promoter	1	0.0001067682	0.14067903285263159	3.9715580789647653	0
agri_aa_oil__Oil_OIL	Zm00001d015475	nearest	1	0.0001069931	0.14067903285263159	3.970644229123666	51264
agri_aa_oil__Oil_OIL	Zm00001d036949	nearest	1	0.0001086503	0.1419242768418301	3.9639690701886963	38851
agri_aa_oil__Oil_OIL	Zm00001d022055	cis_window	1	0.000112653	0.1461972595324675	3.9482572383289884	5393
